일자,기관_순매수_원,개인_순매수_원,외국인_순매수_원,기타법인_순매수_원
2025-11-05,-187678526688,2553806449366,-2069528758717,-296599163961
2025-11-06,830106353177,883953376104,-1695002510569,-19057218712
2025-11-07,-244601749401,679058071186,-455011222242,20554900457
2025-11-10,1306560118446,-1160702124044,-151023699612,5165705210
2025-11-11,224740119047,-283050576825,77010145674,-18699687896
2025-11-12,909304152453,-442326009195,-426514383378,-40463759880
2025-11-13,-717863772288,-234260918734,998946017110,-46821326088
2025-11-14,-900518750937,3234612905719,-2357543690043,23449535261
2025-11-17,-24507260579,-499983170608,518857239208,5633191979
2025-11-18,-678836202084,1238200968592,-549994869749,-9369896759
2025-11-19,625601627343,445030681609,-1049521678701,-21110630251
2025-11-20,756611433034,-1381721757538,740564800746,-115454476242
2025-11-21,493544884258,2269504229455,-2822902740058,59853626345
2025-11-24,1271869709365,-461934107492,-799256846123,-10678755750
2025-11-25,31536418040,-27561501598,4924689852,-8899606294
2025-11-26,1227984194567,-1804817491682,515757096721,61076200394
2025-11-27,432571516218,-615208082321,154561957973,28074608130
2025-11-28,458703640136,1568455037497,-2036874237208,9715559575
2025-12-01,-233264531773,52849970827,223495087548,-43080526602
2025-12-02,392876412814,-1576257057999,1214693873468,-31313228283
2025-12-03,736412064273,-898436662744,281643252127,-119618653656
2025-12-04,131833095944,558537402416,-696014100343,5643601983
2025-12-05,1152794416606,-2115649355095,993377421609,-30522483120
2025-12-08,-30750010068,-344917673748,321097925014,54569758802
2025-12-09,49406756729,-13316222951,-88931140553,52840606775
2025-12-10,-300289133306,-88919227288,373916535366,15291825228
2025-12-11,-775302720113,392249780953,365629542859,17423396301
2025-12-12,1418401432314,-1462492883754,41438847345,2652604095
2025-12-15,-480294289107,1421049362377,-956864737233,16109663963
2025-12-16,-230896622481,1241020412992,-1030510184994,20386394483
2025-12-17,335296130468,-337416851824,-32197418320,34318139676
2025-12-18,-100576420243,412953927143,-345940659358,33563152458
2025-12-19,854092561775,-141250142331,-757252923328,44410503884
2025-12-22,1605470286997,-2671442151621,1101702306405,-35730441781
2025-12-23,352698589372,-1285301049289,955107240513,-22504780596
2025-12-24,203889109402,-717073555017,522500928426,-9316482811
2025-12-26,443547202137,-2326467768137,1779048244137,103872321863
2025-12-29,-313274790525,66112377803,333657871492,-86495458770
2025-12-30,-376313975016,844810840951,-476829899047,8333033112
2026-01-02,-247657510168,-425191162424,630930347181,41918325411
2026-01-05,-704560046644,-1514132746064,2172631108243,46061684465
2026-01-06,-66435136390,596306968273,-618423575211,88551743328
2026-01-07,-939719802366,-294372102548,1254771463403,-20679558489
2026-01-08,-1401406595131,1253964269897,-97854372084,245296697318
2026-01-09,1204591351365,133924237297,-1606829385593,268313796931
2026-01-12,210069173736,-101323361161,-351223680612,242477868037
2026-01-13,788132480167,-712512927317,-279274378089,203654825239
2026-01-14,588711206610,-437732748184,-376006906006,225028447580
2026-01-15,1290549747197,-1823510023785,344957890535,188002386053
2026-01-16,308347116093,-938252028497,434998324075,194906588329
2026-01-19,-25642092639,-751280291693,553218192144,223704192188
2026-01-20,-649971374712,352440222604,123175331239,174355820869
2026-01-21,321674652597,-996543774982,439399466579,235469655806
2026-01-22,-156829850910,155544155849,-243170833470,244456528531
2026-01-23,478962766496,-723937500239,143820244344,101154489399
2026-01-26,-1541420013199,1715655293003,-158813475105,-15421804699
2026-01-27,247398776513,-1019705108207,844810737722,-72504406028
2026-01-28,-1402102942288,1213077810991,400788090530,-211762959233
2026-01-29,-167311965786,1617281206128,-1489664191224,39694950882
2026-01-30,-424097885676,2297931825297,-1972888171334,99054231713
2026-02-02,-2212550033243,4587422032159,-2516782977501,141910978585
2026-02-03,2170791453382,-2942271907278,703797224072,67683229824
2026-02-04,1783625006319,-1011873695979,-941267105888,169515795548
2026-02-05,-2069271187792,6779074094183,-5010769631710,300966725319
2026-02-06,941368676394,2173604694161,-3323262023404,208288652849
2026-02-09,2712339196769,-3294703632302,432014443684,150349991849
2026-02-10,564307735521,-877983534528,147401952607,166273846400
2026-02-11,692660036532,-1714888617937,846121628848,176106952557
2026-02-12,1380001667469,-4454691937676,2995403902686,79286367521
2026-02-13,83065545270,714122266181,-922032240628,124844429177
2026-02-19,1654219924740,-860916939279,-939568992599,146266007138
2026-02-20,1614950004823,-987250143135,-742024922789,114325061101
2026-02-23,-127121967255,1081514407090,-1113163675644,158771235809
2026-02-24,2377272957285,-2286114966638,-201345293505,110187302858
2026-02-25,1470124842242,230708399291,-1308239622357,-392593619176
2026-02-26,1256912628353,649753777013,-2113478953912,206812548546
2026-02-27,566621550399,6249572015585,-7052755917317,236562351333
2026-03-03,-885917938073,5797435116262,-5148704880655,237187702466
2026-03-04,-597824243365,79581921485,230260805890,287981515990
2026-03-05,-1718559699122,1822811165903,-144564366301,40312899520
2026-03-06,-1114155720638,2948792695782,-1941817020609,107180045465
2026-03-09,-1544058422897,4624213469630,-3173537497780,93382451047
2026-03-10,916404311114,-1833954520513,1028253956525,-110703747126
2026-03-11,782135420831,-508618474128,-256257157597,-17259789106
2026-03-12,77530029135,2229145808643,-2383104255114,76428417336
2026-03-13,-1043403661756,2451168486203,-1450151195302,42386370855
2026-03-16,91068348977,716354973147,-848545681464,41122359340
2026-03-17,734056815711,-575205789665,-174045790319,15194764273
2026-03-18,3109262842413,-3871669299907,880183925497,-117777468003
2026-03-19,-664895639966,2411569384552,-1876040578471,129366833885
2026-03-20,-1026015603868,2233843409079,-1240161564517,32333759306
2026-03-23,-3817298062623,7002865842895,-3675071260972,489503480700
2026-03-24,968313589975,726959037961,-1986273672403,291001044467
2026-03-25,2322962665451,-1340225271395,-1289483771400,306746377344
2026-03-26,-299924291183,3059800464740,-2937020624064,177144450507
2026-03-27,778472507114,2259609106954,-3428600198031,390518583963
2026-03-30,844955351237,894519330948,-2094507403429,355032721244
2026-03-31,1025064531679,2439975790640,-3838556095940,373515773621
2026-04-01,4041874436569,-3762839014337,-641053419155,362017996923
2026-04-02,-1451708272004,1209746108057,-136809850507,378772014454
2026-04-03,738959668798,-2095232844889,803528807974,552744368117
2026-04-06,837148006190,-1050174737549,-159572530409,372599261768
2026-04-07,-400081959661,-342931874097,370372327760,372641505998
2026-04-08,2726770394776,-5416119637615,1908877774595,780471468244
2026-04-09,-2512488496601,295000823204,1847646992361,369840681036
2026-04-10,-203107649113,-1228043614578,1064128295685,367022968006
2026-04-13,-669837211792,717335465544,-457899726242,410401472490
2026-04-14,1254458601698,-2391883308222,827636982525,309787723999
2026-04-15,36807337289,-940028174882,497336112981,405884724612
2026-04-16,1078312991155,-1804981758958,481387272077,245281495726
2026-04-17,150108474594,1446409451303,-1997433022616,400915096719
2026-04-20,293793137597,-315833698549,-233789885590,255830446542
2026-04-21,918068087791,-1920425893772,1156458688355,-154100882374
2026-04-22,-404586193903,1198372279038,-676199166361,-117586918774
2026-04-23,-296549298520,451363565012,-82029475914,-72784790578
2026-04-24,805313238881,1183246082455,-1949625431536,-38933889800
2026-04-27,1134930690491,-1975755229902,856309564362,-15485024951
2026-04-28,353200924898,-130556926957,-184346135074,-38297862867
2026-04-29,477066017809,168131255833,-607069645305,-38127628337
2026-04-30,283792403208,1182435282900,-1455932900363,-10294785745
2026-05-04,2009778368731,-4793554205749,2930781046308,-147005209290
2026-05-06,-2289423705027,-571460160923,3108504156023,-247620290073
2026-05-07,891693196851,5992456051002,-6698677511479,-185471736374
2026-05-08,1254235715271,3970674545455,-5296666497319,71756236593
2026-05-11,-45811812144,2866857948477,-2814735320009,-6310816324
2026-05-12,-1213799406510,6681827189926,-5608972221835,140944438419
2026-05-13,1687602172993,1886837224070,-3722651041632,148211644569
2026-05-14,192721414900,1849914672172,-2144998926181,102362839109
2026-05-15,-1734715679164,7230783541527,-5603949473238,107881610875
2026-05-18,1390378624453,2209432084781,-3649181592018,49370882784
2026-05-19,157475263234,5628947333872,-5724241885627,-62180711479
2026-05-20,1106962003097,1710442795942,-2930951913359,113547114320
2026-05-21,2900833284774,-2675362676372,-221187255471,-4283352931
2026-05-22,758319231649,1065462936426,-1922137348806,98355180731
2026-05-26,816766462945,-574538032703,-132057162469,-110171267773
2026-05-27,-12554928224,406440673710,-249283661778,-144602083708
2026-05-28,-1042161646858,3614582923426,-2741423356812,169002080244
2026-05-29,2368782530707,-1405413404417,-1042061224509,78692098219
2026-06-01,2442734402012,386231493075,-2821919938662,-7045956425
2026-06-02,-54581539354,6353747500232,-6303527747372,4361786494
2026-06-04,1525451417948,5013493246131,-6666258812628,127314148549
2026-06-05,-1380859195556,4223997369786,-2763793534728,-79344639502
2026-06-08,-1716421115525,1762763256491,-264434687569,218092546603
2026-06-09,2504819861719,-616691027307,-2006385462049,118256627637
2026-06-10,-2266525448946,4864291077283,-2775388676477,177623048140
2026-06-11,-756138214272,2080253723825,-1464016783153,139901273600
2026-06-12,2286978507345,-4317449210947,2204090964626,-173620261024
2026-06-15,446150928645,-1512354476864,1077439453261,-11235905042
2026-06-16,707639486920,-2184145612019,1535308337697,-58802212598
2026-06-17,595662689477,525407174087,-995168911131,-125900952433
2026-06-18,-768222503858,-415616109847,1277623506364,-93784892659
2026-06-19,-1224429261550,1647837497702,-355511281466,-67896954686
2026-06-22,303392723767,2150592309455,-2546552111684,92567078462
2026-06-23,-4476010594245,8590959838666,-4204745511304,89796266883
2026-06-24,1909547585373,2631247369628,-4654581482884,113786527883
2026-06-25,3324420926752,-2413628428783,-875357677161,-35434820808
2026-06-26,-4122382290990,8191914462922,-4290583447403,221051275471
2026-06-29,2932671361947,4597523451051,-7733173563449,202978750451
2026-06-30,2933197152517,840145149876,-3799200281467,25857979074
2026-07-01,-69989140851,1736962309714,-1702844682265,35871513402
2026-07-02,-2082530852810,6241276991124,-4370568861758,211822723444
2026-07-03,4407883765211,-2294244849992,-2175019501794,61380586575
2026-07-06,-1461842879984,2682906194491,-1314367605093,93304290586
2026-07-07,-310762059568,3135872544572,-2917227300818,92116815814
2026-07-08,-355216418536,-35780410059,343684749277,47312079318
2026-07-09,1288449517552,-1327759149575,134309337529,-94999705506
2026-07-10,1131391195463,-780456198835,-322774928477,-28160068151
2026-07-13,-2233823130778,3886877194117,-1670548199599,17494136260
2026-07-14,3211674893321,-4141089409066,956508341713,-27093825968
2026-07-15,199209399429,-2466617983510,2303147161905,-35738577824
2026-07-16,-2383101440612,3664672283347,-1366513327563,84942484828
2026-07-20,-923489562779,349006643501,519818325536,54664593742
2026-07-21,1374442420812,-1642051190963,295156052056,-27547281905
2026-07-22,-1396304121066,-1217613031947,2621088153737,-7171000724
2026-07-23,97550761999,-2207706846282,2135890428708,-25734344425
2026-07-24,-1951440805082,5178227576349,-3268336059869,41549288602
2026-07-27,859536458189,1978839287911,-2881111306323,42735560223
2026-07-28,183030837507,4315196845084,-4500876590236,2648907645
2026-07-29,3176944556864,-1970097761933,-1250217230563,43370435632
2026-07-30,80522818815,-1430884319848,1328009849612,22351651421
2026-07-31,1150288377561,-8283997766512,7240983259815,-107273870864
2026-08-03,-1951626631819,4652309467002,-2822020992412,121338157229
2026-08-04,-538461970735,818661597786,-371610123888,91410496837
2026-08-05,-283756507370,-1184395808956,1446367785275,21784531051
2026-08-06,-121432979716,3336698439523,-3289273582814,74008123007
2026-08-07,585372759153,267529553591,-865101351861,12199039117
2026-08-10,569154428443,900252155268,-1490868124271,21461540560
2026-08-11,21247714866,-70758520471,53515660549,-4004854944
2026-08-12,527900780018,-3191075700212,2835391684751,-172216764557
2026-08-13,683411217345,-2741033003861,2110210322563,-52588536047
2026-08-14,-1029822538789,-1982030091838,3038710607036,-26857976409
2026-08-18,-795137033261,741996842982,91404379484,-38264189205
2026-08-19,-1338951727811,4635672224050,-3472598237304,175877741065
2026-08-20,-489513680779,-2271236483543,1706838874475,1053911289847
2026-08-21,248081816300,-1165243517771,-175962421089,1093124122560
2026-08-24,-1290118569223,3321735158691,-3669086244766,1637469655298
2026-08-25,1171082954788,1050905481654,-3813987991652,1591999555210
2026-08-26,761514681877,-2246091857589,-114831684860,1599408860572
2026-08-27,183528283004,-1911574582153,133282442497,1594763856652
2026-08-28,-1187553242961,419377763150,-852451551905,1620627031716
2026-08-31,-789140666263,-146406223015,-643444956971,1578991846249
2026-09-01,-628605211641,-540202924233,-496839782219,1665647918093
2026-09-02,-2036139637417,2302860310409,-1917255370179,1650534697187
2026-09-03,914345120731,-955168464632,41438637419,-615293518
2026-09-04,1669408339768,-3722938092663,479608076393,1573921676502
2026-09-07,2649064891596,-6837380848446,2553157939517,1635158017333
2026-09-08,642690024599,-3032904557567,631626318962,1758588214006
