# 국제 금 **현물** 시세 (USD/트로이온스, 일별) · XAU/USD
#   창구 — investing.com API(instrumentId 68). scripts/gold_spot.py 가 만든다.
#   ⚠ 직접 HTTP 는 403 이라 **Aside 브라우저**로만 받는다. cron 에서 못 돈다.
#   ⚠ **1985년 이전은 종가만 믿는다** — 시·고·저가 종가 복사다.
#      실측 flat 비율: 1980~84 100% · 1985~89 29% · 1990~94 3% · 1995~ 2%.
#      이 파일 전체 flat 비율 14.5%.
#   ⚠ 월별(금가격_월별_1833)은 현물, 일별(금가격_일별)은 COMEX 선물이다.
#      선물은 콘탱고로 현물보다 중앙 +0.5% 높다. 셋을 섞어 쓰지 않는다.
date,open,high,low,close
1985-02-07,301.60,301.60,301.60,301.60
1985-02-08,299.80,299.80,299.80,299.80
1985-02-11,300.10,300.10,300.10,300.10
1985-02-12,302.50,302.50,302.50,302.50
1985-02-13,303.20,303.20,303.20,303.20
1985-02-14,304.10,304.10,304.10,304.10
1985-02-15,304.00,304.00,304.00,304.00
1985-02-19,302.60,302.60,302.60,302.60
1985-02-20,302.90,302.90,302.90,302.90
1985-02-21,299.80,299.80,299.80,299.80
1985-02-22,298.40,298.40,298.40,298.40
1985-02-25,284.20,284.20,284.20,284.20
1985-02-26,285.70,285.70,285.70,285.70
1985-02-27,290.80,290.80,290.80,290.80
1985-02-28,287.70,287.70,287.70,287.70
1985-03-01,287.20,287.20,287.20,287.20
1985-03-04,288.60,288.60,288.60,288.60
1985-03-05,287.90,287.90,287.90,287.90
1985-03-06,287.40,287.40,287.40,287.40
1985-03-07,289.60,289.60,289.60,289.60
1985-03-08,291.00,291.00,291.00,291.00
1985-03-11,291.00,291.00,291.00,291.00
1985-03-12,288.40,288.40,288.40,288.40
1985-03-13,290.20,290.20,290.20,290.20
1985-03-14,290.70,290.70,290.70,290.70
1985-03-15,292.70,292.70,292.70,292.70
1985-03-18,298.80,298.80,298.80,298.80
1985-03-19,316.70,316.70,316.70,316.70
1985-03-20,324.00,324.00,324.00,324.00
1985-03-21,318.50,318.50,318.50,318.50
1985-03-22,315.50,315.50,315.50,315.50
1985-03-25,314.60,314.60,314.60,314.60
1985-03-26,323.70,323.70,323.70,323.70
1985-03-27,330.40,330.40,330.40,330.40
1985-03-28,326.20,326.20,326.20,326.20
1985-03-29,329.20,329.20,329.20,329.20
1985-04-01,321.10,321.10,321.10,321.10
1985-04-02,318.70,318.70,318.70,318.70
1985-04-03,321.20,321.20,321.20,321.20
1985-04-04,316.70,316.70,316.70,316.70
1985-04-08,317.50,317.50,317.50,317.50
1985-04-09,323.10,323.10,323.10,323.10
1985-04-10,327.20,327.20,327.20,327.20
1985-04-11,332.20,332.20,332.20,332.20
1985-04-12,329.90,329.90,329.90,329.90
1985-04-15,334.20,334.20,334.20,334.20
1985-04-16,330.50,330.50,330.50,330.50
1985-04-17,327.30,327.30,327.30,327.30
1985-04-18,329.70,329.70,329.70,329.70
1985-04-19,327.00,327.00,327.00,327.00
1985-04-22,327.70,327.70,327.70,327.70
1985-04-23,326.60,326.60,326.60,326.60
1985-04-24,322.00,322.00,322.00,322.00
1985-04-25,322.50,322.50,322.50,322.50
1985-04-26,323.50,323.50,323.50,323.50
1985-04-29,322.50,322.50,322.50,322.50
1985-04-30,321.30,321.30,321.30,321.30
1985-05-01,312.50,312.50,312.50,312.50
1985-05-02,313.20,313.20,313.20,313.20
1985-05-03,312.70,312.70,312.70,312.70
1985-05-06,309.90,309.90,309.90,309.90
1985-05-07,313.50,313.50,313.50,313.50
1985-05-08,312.80,312.80,312.80,312.80
1985-05-09,315.10,315.10,315.10,315.10
1985-05-10,314.50,314.50,314.50,314.50
1985-05-13,321.00,321.00,321.00,321.00
1985-05-14,326.50,326.50,326.50,326.50
1985-05-15,322.70,322.70,322.70,322.70
1985-05-16,320.10,320.10,320.10,320.10
1985-05-17,322.50,322.50,322.50,322.50
1985-05-20,323.30,323.30,323.30,323.30
1985-05-21,314.90,314.90,314.90,314.90
1985-05-22,316.30,316.30,316.30,316.30
1985-05-23,315.40,315.40,315.40,315.40
1985-05-24,314.70,314.70,314.70,314.70
1985-05-28,311.30,311.30,311.30,311.30
1985-05-29,312.00,312.00,312.00,312.00
1985-05-30,314.60,314.60,314.60,314.60
1985-05-31,314.00,314.00,314.00,314.00
1985-06-03,318.10,318.10,318.10,318.10
1985-06-04,315.70,315.70,315.70,315.70
1985-06-05,314.20,314.20,314.20,314.20
1985-06-06,314.80,314.80,314.80,314.80
1985-06-07,314.30,314.30,314.30,314.30
1985-06-10,312.00,312.00,312.00,312.00
1985-06-11,315.00,315.00,315.00,315.00
1985-06-12,314.50,314.50,314.50,314.50
1985-06-13,313.70,313.70,313.70,313.70
1985-06-14,318.20,318.20,318.20,318.20
1985-06-17,318.90,318.90,318.90,318.90
1985-06-18,323.70,323.70,323.70,323.70
1985-06-19,325.40,325.40,325.40,325.40
1985-06-20,318.10,318.10,318.10,318.10
1985-06-21,313.40,313.40,313.40,313.40
1985-06-24,314.60,314.60,314.60,314.60
1985-06-25,315.50,315.50,315.50,315.50
1985-06-26,316.70,316.70,316.70,316.70
1985-06-27,315.00,315.00,315.00,315.00
1985-06-28,317.70,317.70,317.70,317.70
1985-07-01,313.90,313.90,313.90,313.90
1985-07-02,308.20,308.20,308.20,308.20
1985-07-03,310.30,310.30,310.30,310.30
1985-07-08,309.20,309.20,309.20,309.20
1985-07-09,314.80,314.80,314.80,314.80
1985-07-10,314.80,314.80,314.80,314.80
1985-07-11,313.50,313.50,313.50,313.50
1985-07-12,312.60,312.60,312.60,312.60
1985-07-15,315.80,315.80,315.80,315.80
1985-07-16,321.70,321.70,321.70,321.70
1985-07-17,325.60,325.60,325.60,325.60
1985-07-18,320.00,320.00,320.00,320.00
1985-07-19,318.90,318.90,318.90,318.90
1985-07-22,317.20,317.20,317.20,317.20
1985-07-23,322.50,322.50,322.50,322.50
1985-07-24,317.70,317.70,317.70,317.70
1985-07-25,317.40,317.40,317.40,317.40
1985-07-26,316.90,316.90,316.90,316.90
1985-07-29,326.50,326.50,326.50,326.50
1985-07-30,325.20,325.20,325.20,325.20
1985-07-31,327.50,327.50,327.50,327.50
1985-08-01,322.10,322.10,322.10,322.10
1985-08-02,320.50,320.50,320.50,320.50
1985-08-05,323.70,323.70,323.70,323.70
1985-08-06,320.00,320.00,320.00,320.00
1985-08-07,321.10,321.10,321.10,321.10
1985-08-08,322.70,322.70,322.70,322.70
1985-08-09,321.60,321.60,321.60,321.60
1985-08-12,326.90,326.90,326.90,326.90
1985-08-13,326.70,326.70,326.70,326.70
1985-08-14,326.00,326.00,326.00,326.00
1985-08-15,331.30,331.30,331.30,331.30
1985-08-16,335.30,335.30,335.30,335.30
1985-08-19,341.10,341.10,341.10,341.10
1985-08-20,334.40,334.40,334.40,334.40
1985-08-21,335.90,335.90,335.90,335.90
1985-08-22,335.50,335.50,335.50,335.50
1985-08-23,334.80,334.80,334.80,334.80
1985-08-26,337.60,337.60,337.60,337.60
1985-08-27,336.00,336.00,336.00,336.00
1985-08-28,340.90,340.90,340.90,340.90
1985-08-29,337.20,337.20,337.20,337.20
1985-08-30,333.20,333.20,333.20,333.20
1985-09-03,328.20,328.20,328.20,328.20
1985-09-04,326.00,326.00,326.00,326.00
1985-09-05,326.00,326.00,326.00,326.00
1985-09-06,317.60,317.60,317.60,317.60
1985-09-09,319.60,319.60,319.60,319.60
1985-09-10,321.60,321.60,321.60,321.60
1985-09-11,321.00,321.00,321.00,321.00
1985-09-12,319.50,319.50,319.50,319.50
1985-09-13,321.30,321.30,321.30,321.30
1985-09-16,319.50,319.50,319.50,319.50
1985-09-17,317.80,317.80,317.80,317.80
1985-09-18,316.50,316.50,316.50,316.50
1985-09-19,316.50,316.50,316.50,316.50
1985-09-20,319.10,319.10,319.10,319.10
1985-09-23,327.70,327.70,327.70,327.70
1985-09-24,327.90,327.90,327.90,327.90
1985-09-25,328.50,328.50,328.50,328.50
1985-09-26,329.20,329.20,329.20,329.20
1985-09-27,329.20,329.20,329.20,329.20
1985-09-30,326.00,326.00,326.00,326.00
1985-10-01,322.50,322.50,322.50,322.50
1985-10-02,325.20,325.20,325.20,325.20
1985-10-03,325.10,325.10,325.10,325.10
1985-10-04,328.00,328.00,328.00,328.00
1985-10-07,326.00,326.00,326.00,326.00
1985-10-08,326.60,326.60,326.60,326.60
1985-10-09,326.80,326.80,326.80,326.80
1985-10-10,325.70,325.70,325.70,325.70
1985-10-11,325.80,325.80,325.80,325.80
1985-10-14,325.80,325.80,325.80,325.80
1985-10-15,327.20,327.20,327.20,327.20
1985-10-16,323.90,323.90,323.90,323.90
1985-10-17,325.70,325.70,325.70,325.70
1985-10-18,326.50,326.50,326.50,326.50
1985-10-21,326.40,326.40,326.40,326.40
1985-10-22,328.00,328.00,328.00,328.00
1985-10-23,325.90,325.90,325.90,325.90
1985-10-24,326.40,326.40,326.40,326.40
1985-10-25,325.60,325.60,325.60,325.60
1985-10-28,326.50,326.50,326.50,326.50
1985-10-29,326.50,326.50,326.50,326.50
1985-10-30,326.40,326.40,326.40,326.40
1985-10-31,325.30,325.30,325.30,325.30
1985-11-01,323.70,323.70,323.70,323.70
1985-11-04,325.60,325.60,325.60,325.60
1985-11-05,324.80,324.80,324.80,324.80
1985-11-06,324.60,324.60,324.60,324.60
1985-11-07,323.20,323.20,323.20,323.20
1985-11-08,322.20,322.20,322.20,322.20
1985-11-11,323.30,323.30,323.30,323.30
1985-11-12,323.30,323.30,323.30,323.30
1985-11-13,324.50,324.50,324.50,324.50
1985-11-14,325.50,325.50,325.50,325.50
1985-11-15,325.60,325.60,325.60,325.60
1985-11-18,323.70,323.70,323.70,323.70
1985-11-19,324.60,324.60,324.60,324.60
1985-11-20,325.90,325.90,325.90,325.90
1985-11-21,325.80,325.80,325.80,325.80
1985-11-22,326.70,326.70,326.70,326.70
1985-11-25,330.40,330.40,330.40,330.40
1985-11-26,331.50,331.50,331.50,331.50
1985-11-27,328.40,328.40,328.40,328.40
1985-11-29,328.40,328.40,328.40,328.40
1985-12-02,321.70,321.70,321.70,321.70
1985-12-03,322.80,322.80,322.80,322.80
1985-12-04,324.20,324.20,324.20,324.20
1985-12-05,323.00,323.00,323.00,323.00
1985-12-06,322.30,322.30,322.30,322.30
1985-12-09,317.60,317.60,317.60,317.60
1985-12-10,317.20,317.20,317.20,317.20
1985-12-11,315.50,315.50,315.50,315.50
1985-12-12,317.70,317.70,317.70,317.70
1985-12-13,318.00,318.00,318.00,318.00
1985-12-16,318.60,318.60,318.60,318.60
1985-12-17,321.10,321.10,321.10,321.10
1985-12-18,320.30,320.30,320.30,320.30
1985-12-19,325.80,325.80,325.80,325.80
1985-12-20,325.50,325.50,325.50,325.50
1985-12-23,327.60,327.60,327.60,327.60
1985-12-24,327.60,327.60,327.60,327.60
1985-12-26,325.50,325.50,325.50,325.50
1985-12-27,326.80,326.80,326.80,326.80
1985-12-30,327.00,327.00,327.00,327.00
1985-12-31,329.70,329.70,329.70,329.70
1986-01-02,326.50,326.50,326.50,326.50
1986-01-03,327.00,327.00,327.00,327.00
1986-01-06,328.00,328.00,328.00,328.00
1986-01-07,330.20,330.20,330.20,330.20
1986-01-08,332.60,332.60,332.60,332.60
1986-01-09,333.50,333.50,333.50,333.50
1986-01-10,340.40,340.40,340.40,340.40
1986-01-13,339.40,339.40,339.40,339.40
1986-01-14,341.00,341.00,341.00,341.00
1986-01-15,347.00,347.00,347.00,347.00
1986-01-16,363.20,363.20,363.20,363.20
1986-01-17,352.60,352.60,352.60,352.60
1986-01-20,351.00,351.00,351.00,351.00
1986-01-21,356.70,356.70,356.70,356.70
1986-01-22,353.20,353.20,353.20,353.20
1986-01-23,350.30,350.30,350.30,350.30
1986-01-24,354.00,354.00,354.00,354.00
1986-01-27,358.40,358.40,358.40,358.40
1986-01-28,353.20,353.20,353.20,353.20
1986-01-29,353.50,353.50,353.50,353.50
1986-01-30,358.20,358.20,358.20,358.20
1986-01-31,350.50,350.50,350.50,350.50
1986-02-03,347.30,347.30,347.30,347.30
1986-02-04,338.80,338.80,338.80,338.80
1986-02-05,337.30,337.30,337.30,337.30
1986-02-06,337.10,337.10,337.10,337.10
1986-02-07,337.40,337.40,337.40,337.40
1986-02-10,340.10,340.10,340.10,340.10
1986-02-11,336.00,336.00,336.00,336.00
1986-02-12,337.50,337.50,337.50,337.50
1986-02-13,334.00,334.00,334.00,334.00
1986-02-14,331.30,331.30,331.30,331.30
1986-02-18,337.50,337.50,337.50,337.50
1986-02-19,341.60,341.60,341.60,341.60
1986-02-20,337.30,337.30,337.30,337.30
1986-02-21,338.00,338.00,338.00,338.00
1986-02-24,342.00,342.00,342.00,342.00
1986-02-25,352.60,352.60,352.60,352.60
1986-02-26,346.00,346.00,346.00,346.00
1986-02-27,336.90,336.90,336.90,336.90
1986-02-28,338.10,338.10,338.10,338.10
1986-03-03,335.60,335.60,335.60,335.60
1986-03-04,337.10,337.10,337.10,337.10
1986-03-05,341.70,341.70,341.70,341.70
1986-03-06,344.70,344.70,344.70,344.70
1986-03-07,343.30,343.30,343.30,343.30
1986-03-10,340.50,340.50,340.50,340.50
1986-03-11,342.90,342.90,342.90,342.90
1986-03-12,344.10,344.10,344.10,344.10
1986-03-13,349.80,349.80,349.80,349.80
1986-03-14,348.00,348.00,348.00,348.00
1986-03-17,349.90,349.90,349.90,349.90
1986-03-18,351.10,351.10,351.10,351.10
1986-03-19,346.70,346.70,346.70,346.70
1986-03-20,350.60,350.60,350.60,350.60
1986-03-21,352.90,352.90,352.90,352.90
1986-03-24,350.40,350.40,350.40,350.40
1986-03-25,352.00,352.00,352.00,352.00
1986-03-26,344.30,344.30,344.30,344.30
1986-03-27,344.20,344.20,344.20,344.20
1986-03-31,338.10,338.10,338.10,338.10
1986-04-01,333.10,333.10,333.10,333.10
1986-04-02,335.50,335.50,335.50,335.50
1986-04-03,334.70,334.70,334.70,334.70
1986-04-04,334.50,334.50,334.50,334.50
1986-04-07,337.90,337.90,337.90,337.90
1986-04-08,339.60,339.60,339.60,339.60
1986-04-09,338.10,338.10,338.10,338.10
1986-04-10,337.70,337.70,337.70,337.70
1986-04-11,341.90,341.90,341.90,341.90
1986-04-14,341.80,341.80,341.80,341.80
1986-04-15,342.00,342.00,342.00,342.00
1986-04-16,339.00,339.00,339.00,339.00
1986-04-17,340.10,340.10,340.10,340.10
1986-04-18,343.00,343.00,343.00,343.00
1986-04-21,341.60,341.60,341.60,341.60
1986-04-22,344.30,344.30,344.30,344.30
1986-04-23,346.20,346.20,346.20,346.20
1986-04-24,344.70,344.70,344.70,344.70
1986-04-25,344.40,344.40,344.40,344.40
1986-04-28,343.40,343.40,343.40,343.40
1986-04-29,342.40,342.40,342.40,342.40
1986-04-30,345.70,345.70,345.70,345.70
1986-05-01,345.30,345.30,345.30,345.30
1986-05-02,341.60,341.60,341.60,341.60
1986-05-05,343.00,343.00,343.00,343.00
1986-05-06,340.40,340.40,340.40,340.40
1986-05-07,342.40,342.40,342.40,342.40
1986-05-08,343.10,343.00,343.00,343.00
1986-05-09,344.66,343.83,343.83,343.83
1986-05-12,343.93,343.00,343.00,343.00
1986-05-13,342.58,339.88,339.88,339.88
1986-05-14,341.54,340.19,340.19,340.19
1986-05-15,340.81,339.57,339.57,339.57
1986-05-16,341.13,340.81,340.81,340.81
1986-05-19,340.40,338.21,338.21,338.21
1986-05-20,337.90,336.03,336.03,336.03
1986-05-21,336.65,335.93,335.93,335.93
1986-05-22,338.42,338.42,338.42,338.42
1986-05-23,338.94,338.42,338.42,338.42
1986-05-27,338.94,338.94,338.94,338.94
1986-05-28,340.40,338.94,338.94,338.94
1986-05-29,339.98,339.98,339.98,339.98
