일자,시장,종목수,상승,하락,하락비율,급락비율
20220104,코스닥,1374,812,562,40.9,2.11
20220104,코스피,844,505,339,40.17,0.71
20220105,코스닥,1392,348,1044,75.0,8.48
20220105,코스피,871,317,554,63.61,2.76
20220106,코스닥,1399,288,1111,79.41,12.29
20220106,코스피,888,223,665,74.89,3.94
20220107,코스닥,1384,1111,273,19.73,1.66
20220107,코스피,855,648,207,24.21,0.7
20220110,코스닥,1399,375,1024,73.2,5.86
20220110,코스피,873,258,615,70.45,3.67
20220111,코스닥,1409,291,1118,79.35,7.52
20220111,코스피,887,170,717,80.83,2.82
20220112,코스닥,1381,1126,255,18.46,1.3
20220112,코스피,870,730,140,16.09,0.57
20220113,코스닥,1357,515,842,62.05,3.76
20220113,코스피,860,411,449,52.21,1.28
20220114,코스닥,1371,430,941,68.64,3.5
20220114,코스피,867,204,663,76.47,1.96
20220117,코스닥,1411,275,1136,80.51,9.85
20220117,코스피,901,156,745,82.69,4.22
20220118,코스닥,1394,269,1125,80.7,6.89
20220118,코스피,896,170,726,81.03,6.14
20220119,코스닥,1383,357,1026,74.19,4.19
20220119,코스피,883,230,653,73.95,2.49
20220120,코스닥,1397,1203,194,13.89,0.86
20220120,코스피,880,706,174,19.77,0.57
20220121,코스닥,1383,392,991,71.66,5.5
20220121,코스피,856,246,610,71.26,3.39
20220124,코스닥,1432,154,1278,89.25,21.3
20220124,코스피,902,85,817,90.58,9.87
20220125,코스닥,1432,132,1300,90.78,30.24
20220125,코스피,915,53,862,94.21,20.55
20220126,코스닥,1336,714,622,46.56,2.84
20220126,코스피,860,485,375,43.6,1.86
20220127,코스닥,1433,153,1280,89.32,30.15
20220127,코스피,916,61,855,93.34,23.69
20220128,코스닥,1429,1284,145,10.15,1.33
20220128,코스피,914,855,59,6.46,0.77
20220203,코스닥,1407,1221,186,13.22,0.71
20220203,코스피,899,809,90,10.01,0.22
20220204,코스닥,1397,1088,309,22.12,3.58
20220204,코스피,889,767,122,13.72,1.46
20220207,코스닥,1356,655,701,51.7,1.4
20220207,코스피,852,467,385,45.19,0.47
20220208,코스닥,1368,395,973,71.13,3.29
20220208,코스피,856,312,544,63.55,1.52
20220209,코스닥,1405,1161,244,17.37,0.78
20220209,코스피,882,757,125,14.17,0.79
20220210,코스닥,1355,380,975,71.96,4.06
20220210,코스피,844,373,471,55.81,1.18
20220211,코스닥,1413,209,1204,85.21,7.5
20220211,코스피,892,166,726,81.39,4.04
20220214,코스닥,1428,108,1320,92.44,26.75
20220214,코스피,903,116,787,87.15,9.97
20220215,코스닥,1400,261,1139,81.36,7.29
20220215,코스피,872,174,698,80.05,6.42
20220216,코스닥,1441,1376,65,4.51,0.62
20220216,코스피,896,832,64,7.14,0.56
20220217,코스닥,1351,582,769,56.92,1.63
20220217,코스피,832,460,372,44.71,0.72
20220218,코스닥,1366,1058,308,22.55,0.44
20220218,코스피,846,620,226,26.71,0.71
20220221,코스닥,1341,654,687,51.23,0.97
20220221,코스피,829,399,430,51.87,0.6
20220222,코스닥,1417,157,1260,88.92,8.61
20220222,코스피,879,101,778,88.51,4.1
20220223,코스닥,1345,1049,296,22.01,0.89
20220223,코스피,850,672,178,20.94,0.0
20220224,코스닥,1448,89,1359,93.85,23.96
20220224,코스피,903,106,797,88.26,10.41
20220225,코스닥,1422,1262,160,11.25,1.69
20220225,코스피,889,720,169,19.01,2.36
20220228,코스닥,1354,934,420,31.02,1.7
20220228,코스피,869,629,240,27.62,1.04
20220302,코스닥,1406,1156,250,17.78,0.43
20220302,코스피,871,642,229,26.29,0.8
20220303,코스닥,1386,1097,289,20.85,1.59
20220303,코스피,879,696,183,20.82,1.25
20220304,코스닥,1370,439,931,67.96,2.55
20220304,코스피,849,361,488,57.48,1.18
20220307,코스닥,1428,170,1258,88.1,7.56
20220307,코스피,894,139,755,84.45,3.69
20220308,코스닥,1407,233,1174,83.44,6.54
20220308,코스피,880,148,732,83.18,7.39
20220310,코스닥,1395,1109,286,20.5,2.15
20220310,코스피,879,695,184,20.93,2.5
20220311,코스닥,1375,913,462,33.6,0.8
20220311,코스피,857,583,274,31.97,1.28
20220314,코스닥,1393,288,1105,79.33,7.97
20220314,코스피,870,253,617,70.92,3.79
20220315,코스닥,1352,542,810,59.91,2.96
20220315,코스피,857,287,570,66.51,2.57
20220316,코스닥,1405,1217,188,13.38,0.78
20220316,코스피,862,734,128,14.85,0.46
20220317,코스닥,1382,1132,250,18.09,1.09
20220317,코스피,849,596,253,29.8,0.59
20220318,코스닥,1356,921,435,32.08,0.52
20220318,코스피,850,546,304,35.76,0.47
20220321,코스닥,1370,629,741,54.09,1.68
20220321,코스피,848,454,394,46.46,1.3
20220322,코스닥,1350,887,463,34.3,1.48
20220322,코스피,835,578,257,30.78,0.96
20220323,코스닥,1358,700,658,48.45,1.55
20220323,코스피,829,529,300,36.19,0.72
20220324,코스닥,1352,712,640,47.34,1.48
20220324,코스피,840,479,361,42.98,1.31
20220325,코스닥,1362,677,685,50.29,1.69
20220325,코스피,845,342,503,59.53,1.3
20220328,코스닥,1373,589,784,57.1,3.06
20220328,코스피,849,421,428,50.41,1.77
20220329,코스닥,1361,824,537,39.46,2.28
20220329,코스피,861,475,386,44.83,2.79
20220330,코스닥,1340,618,722,53.88,3.13
20220330,코스피,846,414,432,51.06,1.3
20220331,코스닥,1346,870,476,35.36,1.19
20220331,코스피,844,604,240,28.44,0.24
20220401,코스닥,1375,576,799,58.11,2.69
20220401,코스피,850,361,489,57.53,1.41
20220404,코스닥,1367,941,426,31.16,1.46
20220404,코스피,846,603,243,28.72,0.24
20220405,코스닥,1347,769,578,42.91,1.93
20220405,코스피,844,421,423,50.12,1.18
20220406,코스닥,1400,396,1004,71.71,1.86
20220406,코스피,859,275,584,67.99,1.51
20220407,코스닥,1420,223,1197,84.3,7.96
20220407,코스피,892,189,703,78.81,4.6
20220408,코스닥,1360,737,623,45.81,1.91
20220408,코스피,835,442,393,47.07,1.32
20220411,코스닥,1389,476,913,65.73,4.18
20220411,코스피,837,399,438,52.33,2.27
20220412,코스닥,1384,360,1024,73.99,2.38
20220412,코스피,869,226,643,73.99,1.96
20220413,코스닥,1389,1086,303,21.81,1.22
20220413,코스피,878,714,164,18.68,1.03
20220414,코스닥,1331,676,655,49.21,1.58
20220414,코스피,847,540,307,36.25,0.94
20220415,코스닥,1352,609,743,54.96,1.55
20220415,코스피,844,425,419,49.64,0.71
20220418,코스닥,1358,497,861,63.4,3.46
20220418,코스피,840,423,417,49.64,1.55
20220419,코스닥,1352,969,383,28.33,0.81
20220419,코스피,853,605,248,29.07,0.7
20220420,코스닥,1340,679,661,49.33,1.94
20220420,코스피,830,513,317,38.19,1.2
20220421,코스닥,1335,626,709,53.11,1.57
20220421,코스피,843,443,400,47.45,1.9
20220422,코스닥,1368,415,953,69.66,1.39
20220422,코스피,862,312,550,63.81,0.93
20220425,코스닥,1433,177,1256,87.65,10.12
20220425,코스피,903,142,761,84.27,4.98
20220426,코스닥,1362,977,385,28.27,1.32
20220426,코스피,866,550,316,36.49,1.04
20220427,코스닥,1400,293,1107,79.07,4.71
20220427,코스피,888,193,695,78.27,4.39
20220428,코스닥,1364,511,853,62.54,2.64
20220428,코스피,856,490,366,42.76,2.1
20220429,코스닥,1369,1080,289,21.11,1.17
20220429,코스피,860,566,294,34.19,1.05
20220502,코스닥,1362,642,720,52.86,0.95
20220502,코스피,837,424,413,49.34,0.24
20220503,코스닥,1336,766,570,42.66,1.42
20220503,코스피,843,368,475,56.35,0.83
20220504,코스닥,1373,353,1020,74.29,4.37
20220504,코스피,866,272,594,68.59,3.35
20220506,코스닥,1394,306,1088,78.05,4.09
20220506,코스피,882,227,655,74.26,2.27
20220509,코스닥,1431,136,1295,90.5,15.65
20220509,코스피,904,88,816,90.27,9.96
20220510,코스닥,1382,435,947,68.52,2.89
20220510,코스피,876,262,614,70.09,3.2
20220511,코스닥,1361,718,643,47.24,0.81
20220511,코스피,862,359,503,58.35,1.86
20220512,코스닥,1450,111,1339,92.34,24.07
20220512,코스피,911,117,794,87.16,12.84
20220513,코스닥,1387,1142,245,17.66,1.3
20220513,코스피,885,740,145,16.38,1.47
20220516,코스닥,1392,879,513,36.85,2.01
20220516,코스피,857,542,315,36.76,0.82
20220517,코스닥,1358,869,489,36.01,2.65
20220517,코스피,845,501,344,40.71,2.49
20220518,코스닥,1349,618,731,54.19,2.3
20220518,코스피,843,339,504,59.79,1.3
20220519,코스닥,1397,278,1119,80.1,2.93
20220519,코스피,890,123,767,86.18,2.58
20220520,코스닥,1380,977,403,29.2,0.8
20220520,코스피,842,654,188,22.33,0.36
20220523,코스닥,1382,647,735,53.18,2.68
20220523,코스피,828,364,464,56.04,2.05
20220524,코스닥,1415,181,1234,87.21,5.3
20220524,코스피,878,137,741,84.4,3.42
20220525,코스닥,1358,734,624,45.95,1.91
20220525,코스피,845,485,360,42.6,0.59
20220526,코스닥,1359,626,733,53.94,1.25
20220526,코스피,817,395,422,51.65,1.35
20220527,코스닥,1309,797,512,39.11,1.45
20220527,코스피,839,638,201,23.96,0.36
20220530,코스닥,1394,1146,248,17.79,0.57
20220530,코스피,866,712,154,17.78,0.35
20220531,코스닥,1342,834,508,37.85,0.75
20220531,코스피,834,543,291,34.89,0.48
20220602,코스닥,1351,598,753,55.74,1.11
20220602,코스피,842,322,520,61.76,1.43
20220603,코스닥,1341,753,588,43.85,0.89
20220603,코스피,842,506,336,39.9,1.31
20220607,코스닥,1418,228,1190,83.92,4.3
20220607,코스피,893,163,730,81.75,2.35
20220608,코스닥,1333,518,815,61.14,2.63
20220608,코스피,838,357,481,57.4,1.55
20220609,코스닥,1376,391,985,71.58,2.83
20220609,코스피,861,270,591,68.64,1.51
20220610,코스닥,1373,371,1002,72.98,2.91
20220610,코스피,871,255,616,70.72,2.18
20220613,코스닥,1464,76,1388,94.81,55.81
20220613,코스피,923,42,881,95.45,34.78
20220614,코스닥,1421,340,1081,76.07,4.79
20220614,코스피,882,176,706,80.05,4.42
20220615,코스닥,1447,147,1300,89.84,27.64
20220615,코스피,898,86,812,90.42,15.81
20220616,코스닥,1348,731,617,45.77,2.89
20220616,코스피,861,426,435,50.52,1.86
20220617,코스닥,1397,541,856,61.27,3.51
20220617,코스피,867,305,562,64.82,2.77
20220620,코스닥,1452,96,1356,93.39,53.31
20220620,코스피,920,62,858,93.26,32.61
20220621,코스닥,1390,1003,387,27.84,1.87
20220621,코스피,876,689,187,21.35,0.68
20220622,코스닥,1464,99,1365,93.24,48.98
20220622,코스피,910,40,870,95.6,31.54
20220623,코스닥,1459,88,1371,93.97,52.84
20220623,코스피,915,77,838,91.58,35.96
20220624,코스닥,1453,1382,71,4.89,0.62
20220624,코스피,919,875,44,4.79,0.44
20220627,코스닥,1451,1338,113,7.79,0.34
20220627,코스피,912,843,69,7.57,0.11
20220628,코스닥,1385,872,513,37.04,1.81
20220628,코스피,860,598,262,30.47,0.47
20220629,코스닥,1381,645,736,53.29,2.61
20220629,코스피,846,335,511,60.4,1.42
20220630,코스닥,1437,251,1186,82.53,12.53
20220630,코스피,881,182,699,79.34,6.92
20220701,코스닥,1443,223,1220,84.55,10.6
20220701,코스피,875,237,638,72.91,5.37
20220704,코스닥,1411,308,1103,78.17,8.86
20220704,코스피,881,188,693,78.66,5.68
20220705,코스닥,1455,1371,84,5.77,0.55
20220705,코스피,894,802,92,10.29,0.11
20220706,코스닥,1396,532,864,61.89,4.08
20220706,코스피,874,177,697,79.75,9.61
20220707,코스닥,1407,1220,187,13.29,0.71
20220707,코스피,878,726,152,17.31,0.46
20220708,코스닥,1378,1037,341,24.75,0.8
20220708,코스피,849,588,261,30.74,0.59
20220711,코스닥,1375,697,678,49.31,2.11
20220711,코스피,864,295,569,65.86,1.74
20220712,코스닥,1455,228,1227,84.33,12.16
20220712,코스피,901,129,772,85.68,3.88
20220713,코스닥,1394,909,485,34.79,2.73
20220713,코스피,848,550,298,35.14,0.94
20220714,코스닥,1366,813,553,40.48,1.9
20220714,코스피,851,433,418,49.12,0.82
20220715,코스닥,1404,518,886,63.11,2.99
20220715,코스피,859,258,601,69.97,1.4
20220718,코스닥,1440,1258,182,12.64,0.56
20220718,코스피,894,778,116,12.98,0.22
20220719,코스닥,1370,935,435,31.75,1.02
20220719,코스피,844,573,271,32.11,0.12
20220720,코스닥,1381,917,464,33.6,0.8
20220720,코스피,858,630,228,26.57,0.12
20220721,코스닥,1387,924,463,33.38,2.96
20220721,코스피,829,563,266,32.09,1.45
20220722,코스닥,1371,438,933,68.05,1.9
20220722,코스피,837,330,507,60.57,1.55
20220725,코스닥,1358,590,768,56.55,3.24
20220725,코스피,827,427,400,48.37,1.09
20220726,코스닥,1350,650,700,51.85,1.56
20220726,코스피,800,442,358,44.75,0.75
20220727,코스닥,1354,830,524,38.7,0.59
20220727,코스피,828,492,336,40.58,0.36
20220728,코스닥,1356,704,652,48.08,2.21
20220728,코스피,826,481,345,41.77,1.57
20220729,코스닥,1381,924,457,33.09,1.88
20220729,코스피,857,654,203,23.69,0.35
20220801,코스닥,1381,792,589,42.65,1.23
20220801,코스피,835,490,345,41.32,0.48
20220802,코스닥,1401,432,969,69.16,1.57
20220802,코스피,855,240,615,71.93,0.47
20220803,코스닥,1405,1011,394,28.04,0.78
20220803,코스피,842,576,266,31.59,0.24
20220804,코스닥,1384,916,468,33.82,1.16
20220804,코스피,848,466,382,45.05,0.59
20220805,코스닥,1371,840,531,38.73,1.09
20220805,코스피,836,595,241,28.83,0.6
20220808,코스닥,1392,601,791,56.82,2.16
20220808,코스피,831,422,409,49.22,0.36
20220809,코스닥,1378,621,757,54.93,1.81
20220809,코스피,834,422,412,49.4,1.2
20220810,코스닥,1427,320,1107,77.58,3.78
20220810,코스피,868,301,567,65.32,1.38
20220811,코스닥,1414,1149,265,18.74,0.64
20220811,코스피,882,770,112,12.7,0.11
20220812,코스닥,1382,827,555,40.16,1.52
20220812,코스피,840,565,275,32.74,0.6
20220816,코스닥,1385,672,713,51.48,2.24
20220816,코스피,834,413,421,50.48,1.8
20220817,코스닥,1426,358,1068,74.89,3.86
20220817,코스피,862,229,633,73.43,1.62
20220818,코스닥,1410,616,794,56.31,1.63
20220818,코스피,843,301,542,64.29,0.71
20220819,코스닥,1397,376,1021,73.09,2.58
20220819,코스피,849,262,587,69.14,1.06
20220822,코스닥,1469,134,1335,90.88,9.53
20220822,코스피,897,127,770,85.84,2.34
20220823,코스닥,1433,274,1159,80.88,3.91
20220823,코스피,892,206,686,76.91,1.46
20220824,코스닥,1416,1004,412,29.1,0.99
20220824,코스피,850,575,275,32.35,0.94
20220825,코스닥,1420,1214,206,14.51,0.77
20220825,코스피,858,708,150,17.48,0.35
20220826,코스닥,1378,586,792,57.47,0.94
20220826,코스피,834,437,397,47.6,0.48
20220829,코스닥,1482,137,1345,90.76,10.53
20220829,코스피,908,86,822,90.53,4.85
20220830,코스닥,1425,1160,265,18.6,0.63
20220830,코스피,855,647,208,24.33,0.7
20220831,코스닥,1377,1017,360,26.14,0.58
20220831,코스피,819,538,281,34.31,0.24
20220901,코스닥,1461,200,1261,86.31,7.8
20220901,코스피,905,78,827,91.38,5.86
20220902,코스닥,1395,503,892,63.94,2.15
20220902,코스피,850,322,528,62.12,1.18
20220905,코스닥,1444,257,1187,82.2,6.16
20220905,코스피,858,252,606,70.63,2.56
20220906,코스닥,1408,1081,327,23.22,1.42
20220906,코스피,855,606,249,29.12,0.35
20220907,코스닥,1450,252,1198,82.62,7.59
20220907,코스피,887,119,768,86.58,3.38
20220908,코스닥,1375,808,567,41.24,2.04
20220908,코스피,841,507,334,39.71,1.78
20220913,코스닥,1458,1305,153,10.49,0.96
20220913,코스피,898,771,127,14.14,1.22
20220914,코스닥,1444,346,1098,76.04,3.74
20220914,코스피,888,167,721,81.19,0.45
20220915,코스닥,1376,573,803,58.36,3.12
20220915,코스피,844,407,437,51.78,0.95
20220916,코스닥,1446,280,1166,80.64,6.98
20220916,코스피,880,193,687,78.07,3.86
20220919,코스닥,1465,203,1262,86.14,16.11
20220919,코스피,892,143,749,83.97,6.5
20220920,코스닥,1402,1012,390,27.82,1.21
20220920,코스피,852,654,198,23.24,0.47
20220921,코스닥,1414,475,939,66.41,4.03
20220921,코스피,859,279,580,67.52,1.63
20220922,코스닥,1439,420,1019,70.81,4.03
20220922,코스피,878,299,579,65.95,2.51
20220923,코스닥,1464,171,1293,88.32,17.08
20220923,코스피,906,110,796,87.86,11.92
20220926,코스닥,1498,66,1432,95.59,64.35
20220926,코스피,925,34,891,96.32,51.24
20220927,코스닥,1404,642,762,54.27,4.63
20220927,코스피,861,380,481,55.87,1.86
20220928,코스닥,1473,171,1302,88.39,34.69
20220928,코스피,914,91,823,90.04,18.38
20220929,코스닥,1406,723,683,48.58,4.05
20220929,코스피,857,440,417,48.66,1.75
20220930,코스닥,1387,621,766,55.23,4.04
20220930,코스피,880,319,561,63.75,3.52
20221004,코스닥,1478,1356,122,8.25,0.61
20221004,코스피,905,815,90,9.94,0.44
20221005,코스닥,1440,355,1085,75.35,5.76
20221005,코스피,881,248,633,71.85,2.72
20221006,코스닥,1478,1354,124,8.39,0.61
20221006,코스피,893,776,117,13.1,0.11
20221007,코스닥,1423,535,888,62.4,4.78
20221007,코스피,857,370,487,56.83,2.8
20221011,코스닥,1503,88,1415,94.15,49.23
20221011,코스피,926,60,866,93.52,27.43
20221012,코스닥,1411,594,817,57.9,6.17
20221012,코스피,860,410,450,52.33,3.6
20221013,코스닥,1504,117,1387,92.22,38.16
20221013,코스피,915,73,842,92.02,23.83
20221014,코스닥,1499,1380,119,7.94,0.8
20221014,코스피,909,848,61,6.71,0.44
20221017,코스닥,1429,992,437,30.58,1.82
20221017,코스피,859,537,322,37.49,2.33
20221018,코스닥,1470,1299,171,11.63,1.22
20221018,코스피,888,800,88,9.91,0.34
20221019,코스닥,1432,468,964,67.32,2.03
20221019,코스피,851,291,560,65.8,0.35
20221020,코스닥,1436,369,1067,74.3,4.53
20221020,코스피,878,270,608,69.25,4.1
20221021,코스닥,1453,259,1194,82.17,8.4
20221021,코스피,884,172,712,80.54,6.0
20221024,코스닥,1450,1108,342,23.59,1.79
20221024,코스피,868,622,246,28.34,1.04
20221025,코스닥,1428,753,675,47.27,2.52
20221025,코스피,863,335,528,61.18,2.67
20221026,코스닥,1430,372,1058,73.99,6.01
20221026,코스피,862,269,593,68.79,2.9
20221027,코스닥,1459,1145,314,21.52,0.82
20221027,코스피,881,770,111,12.6,0.11
20221028,코스닥,1433,374,1059,73.9,6.49
20221028,코스피,853,349,504,59.09,2.11
20221031,코스닥,1425,1011,414,29.05,1.61
20221031,코스피,846,526,320,37.83,1.54
20221101,코스닥,1430,1070,360,25.17,1.75
20221101,코스피,861,709,152,17.65,0.35
20221102,코스닥,1433,577,856,59.73,2.86
20221102,코스피,855,394,461,53.92,1.4
20221103,코스닥,1436,575,861,59.96,1.53
20221103,코스피,851,299,552,64.86,1.18
20221104,코스닥,1391,580,811,58.3,2.3
20221104,코스피,859,482,377,43.89,1.28
20221107,코스닥,1447,1033,414,28.61,1.24
20221107,코스피,874,626,248,28.38,0.8
20221108,코스닥,1459,1202,257,17.61,0.75
20221108,코스피,872,670,202,23.17,0.57
20221109,코스닥,1402,753,649,46.29,1.0
20221109,코스피,845,573,272,32.19,0.59
20221110,코스닥,1435,481,954,66.48,2.23
20221110,코스피,840,316,524,62.38,1.07
20221111,코스닥,1474,1282,192,13.03,0.54
20221111,코스피,891,783,108,12.12,0.34
20221114,코스닥,1435,842,593,41.32,2.65
20221114,코스피,864,563,301,34.84,0.81
20221115,코스닥,1466,1117,349,23.81,2.59
20221115,코스피,878,595,283,32.23,1.94
20221116,코스닥,1431,668,763,53.32,1.89
20221116,코스피,863,444,419,48.55,0.93
20221117,코스닥,1453,449,1004,69.1,2.96
20221117,코스피,859,216,643,74.85,2.68
20221118,코스닥,1430,452,978,68.39,2.17
20221118,코스피,859,316,543,63.21,1.86
20221121,코스닥,1484,256,1228,82.75,7.95
20221121,코스피,868,207,661,76.15,3.23
20221122,코스닥,1436,484,952,66.3,3.48
20221122,코스피,854,371,483,56.56,1.52
20221123,코스닥,1441,1082,359,24.91,1.04
20221123,코스피,878,663,215,24.49,0.8
20221124,코스닥,1463,1232,231,15.79,0.62
20221124,코스피,864,670,194,22.45,0.69
20221125,코스닥,1431,568,863,60.31,2.45
20221125,코스피,843,445,398,47.21,0.71
20221128,코스닥,1485,224,1261,84.92,6.87
20221128,코스피,868,166,702,80.88,2.42
20221129,코스닥,1429,1067,362,25.33,1.12
20221129,코스피,855,659,196,22.92,0.35
20221130,코스닥,1397,820,577,41.3,1.15
20221130,코스피,860,626,234,27.21,1.05
20221201,코스닥,1455,1176,279,19.18,0.41
20221201,코스피,866,642,224,25.87,0.35
20221202,코스닥,1420,586,834,58.73,2.18
20221202,코스피,866,263,603,69.63,3.7
20221205,코스닥,1442,717,725,50.28,3.47
20221205,코스피,853,407,446,52.29,1.76
20221206,코스닥,1471,246,1225,83.28,6.25
20221206,코스피,893,140,753,84.32,3.81
20221207,코스닥,1434,466,968,67.5,3.42
20221207,코스피,851,311,540,63.45,1.88
20221208,코스닥,1475,350,1125,76.27,4.88
20221208,코스피,861,218,643,74.68,3.14
20221209,코스닥,1454,1056,398,27.37,1.93
20221209,코스피,876,625,251,28.65,0.68
20221212,코스닥,1442,575,867,60.12,3.47
20221212,코스피,849,363,486,57.24,2.12
20221213,코스닥,1420,693,727,51.2,2.96
20221213,코스피,852,416,436,51.17,0.7
20221214,코스닥,1453,1203,250,17.21,0.48
20221214,코스피,858,631,227,26.46,0.58
20221215,코스닥,1412,607,805,57.01,2.27
20221215,코스피,847,307,540,63.75,1.77
20221216,코스닥,1456,398,1058,72.66,1.99
20221216,코스피,866,261,605,69.86,1.73
20221219,코스닥,1441,556,885,61.42,3.05
20221219,코스피,869,304,565,65.02,1.15
20221220,코스닥,1494,197,1297,86.81,7.83
20221220,코스피,886,133,753,84.99,3.39
20221221,코스닥,1417,640,777,54.83,1.48
20221221,코스피,860,495,365,42.44,0.81
20221222,코스닥,1418,940,478,33.71,1.62
20221222,코스피,864,654,210,24.31,0.81
20221223,코스닥,1506,131,1375,91.3,17.86
20221223,코스피,893,97,796,89.14,5.82
20221226,코스닥,1466,510,956,65.21,4.57
20221226,코스피,857,374,483,56.36,1.75
20221227,코스닥,1438,1070,368,25.59,1.18
20221227,코스피,871,665,206,23.65,0.11
20221228,코스닥,1458,592,866,59.4,6.1
20221228,코스피,887,243,644,72.6,9.36
20221229,코스닥,1489,230,1259,84.55,10.28
20221229,코스피,903,112,791,87.6,5.76
20230102,코스닥,1489,327,1162,78.04,9.2
20230102,코스피,890,178,712,80.0,5.39
20230103,코스닥,1462,740,722,49.38,2.26
20230103,코스피,866,343,523,60.39,2.66
20230104,코스닥,1479,1221,258,17.44,0.88
20230104,코스피,875,651,224,25.6,1.37
20230105,코스닥,1410,681,729,51.7,2.2
20230105,코스피,875,501,374,42.74,0.8
20230106,코스닥,1464,1135,329,22.47,1.09
20230106,코스피,864,602,262,30.32,1.62
20230109,코스닥,1489,1297,192,12.89,0.6
20230109,코스피,892,799,93,10.43,0.22
20230110,코스닥,1424,735,689,48.38,2.11
20230110,코스피,839,441,398,47.44,0.95
20230111,코스닥,1456,1215,241,16.55,0.69
20230111,코스피,848,602,246,29.01,0.24
20230112,코스닥,1416,690,726,51.27,1.27
20230112,코스피,857,492,365,42.59,0.58
20230113,코스닥,1410,795,615,43.62,0.99
20230113,코스피,847,522,325,38.37,0.24
20230116,코스닥,1406,868,538,38.26,1.42
20230116,코스피,849,499,350,41.22,0.71
20230117,코스닥,1473,402,1071,72.71,2.04
20230117,코스피,868,250,618,71.2,1.15
20230118,코스닥,1433,671,762,53.18,1.81
20230118,코스피,844,296,548,64.93,1.07
20230119,코스닥,1416,650,766,54.1,1.69
20230119,코스피,835,474,361,43.23,0.96
20230120,코스닥,1425,912,513,36.0,0.77
20230120,코스피,822,568,254,30.9,0.49
20230125,코스닥,1468,1082,386,26.29,0.54
20230125,코스피,858,528,330,38.46,0.7
20230126,코스닥,1481,944,537,36.26,2.57
20230126,코스피,875,621,254,29.03,0.34
20230127,코스닥,1468,876,592,40.33,1.09
20230127,코스피,866,572,294,33.95,0.12
20230130,코스닥,1471,610,861,58.53,1.77
20230130,코스피,881,233,648,73.55,1.82
20230131,코스닥,1463,786,677,46.27,1.3
20230131,코스피,869,499,370,42.58,0.58
20230201,코스닥,1479,874,605,40.91,2.64
20230201,코스피,862,513,349,40.49,1.28
20230202,코스닥,1497,1255,242,16.17,0.07
20230202,코스피,872,607,265,30.39,0.34
20230203,코스닥,1461,707,754,51.61,1.71
20230203,코스피,870,405,465,53.45,0.57
20230206,코스닥,1489,508,981,65.88,3.49
20230206,코스피,885,419,466,52.66,0.68
20230207,코스닥,1460,931,529,36.23,0.41
20230207,코스피,875,376,499,57.03,0.8
20230208,코스닥,1461,954,507,34.7,0.48
20230208,코스피,878,593,285,32.46,0.34
20230209,코스닥,1480,667,813,54.93,2.57
20230209,코스피,876,365,511,58.33,1.37
20230210,코스닥,1523,302,1221,80.17,7.94
20230210,코스피,895,285,610,68.16,2.12
20230213,코스닥,1489,552,937,62.93,2.89
20230213,코스피,874,342,532,60.87,1.03
20230214,코스닥,1481,832,649,43.82,1.42
20230214,코스피,867,491,376,43.37,0.12
20230215,코스닥,1536,256,1280,83.33,9.31
20230215,코스피,916,110,806,87.99,1.97
20230216,코스닥,1498,1172,326,21.76,1.2
20230216,코스피,889,673,216,24.3,0.45
20230217,코스닥,1492,480,1012,67.83,3.42
20230217,코스피,874,396,478,54.69,1.26
20230220,코스닥,1496,1093,403,26.94,1.2
20230220,코스피,885,562,323,36.5,1.58
20230221,코스닥,1492,754,738,49.46,1.14
20230221,코스피,876,551,325,37.1,0.68
20230222,코스닥,1516,278,1238,81.66,4.35
20230222,코스피,908,148,760,83.7,1.98
20230223,코스닥,1464,848,616,42.08,1.23
20230223,코스피,876,511,365,41.67,0.46
20230224,코스닥,1510,409,1101,72.91,2.19
20230224,코스피,888,225,663,74.66,0.56
20230227,코스닥,1510,483,1027,68.01,2.58
20230227,코스피,882,222,660,74.83,1.25
20230228,코스닥,1487,1047,440,29.59,0.94
20230228,코스피,870,506,364,41.84,0.34
20230302,코스닥,1496,691,805,53.81,3.21
20230302,코스피,888,497,391,44.03,0.79
20230303,코스닥,1458,849,609,41.77,1.58
20230303,코스피,882,469,413,46.83,1.02
20230306,코스닥,1488,861,627,42.14,1.75
20230306,코스피,890,437,453,50.9,1.35
20230307,코스닥,1491,644,847,56.81,4.16
20230307,코스피,882,465,417,47.28,1.02
20230308,코스닥,1519,376,1143,75.25,3.42
20230308,코스피,897,199,698,77.81,1.78
20230309,코스닥,1498,629,869,58.01,5.27
20230309,코스피,878,397,481,54.78,2.05
20230310,코스닥,1536,223,1313,85.48,8.4
20230310,코스피,907,118,789,86.99,2.87
20230313,코스닥,1522,412,1110,72.93,5.32
20230313,코스피,912,256,656,71.93,2.19
20230314,코스닥,1547,100,1447,93.54,38.66
20230314,코스피,925,48,877,94.81,18.27
20230315,코스닥,1527,1279,248,16.24,0.65
20230315,코스피,900,716,184,20.44,0.33
20230316,코스닥,1524,524,1000,65.62,3.61
20230316,코스피,896,223,673,75.11,1.45
20230317,코스닥,1541,1342,199,12.91,2.14
20230317,코스피,900,673,227,25.22,1.67
20230320,코스닥,1496,848,648,43.32,1.94
20230320,코스피,876,448,428,48.86,0.46
20230321,코스닥,1485,528,957,64.44,2.63
20230321,코스피,886,427,459,51.81,0.45
20230322,코스닥,1507,679,828,54.94,1.26
20230322,코스피,870,339,531,61.03,0.69
