일자,티커,이름,거래소,시가,고가,저가,종가,거래량
20250514,MU,마이크론,NAS,96.3,97.65,94.32,95.32,28044449.0
20250514,NVDA,엔비디아,NAS,133.195,135.435,131.68,135.34,281180830.0
20250514,QQQ,나스닥100,NAS,516.77,519.2279,515.75,518.68,47014516.0
20250514,SMH,반도체ETF2,NAS,247.65,249.44,245.6,247.99,7439569.0
20250514,SOXX,반도체ETF,NAS,215.21,216.7,213.21,214.79,4162837.0
20250514,TSM,TSMC ADR,NYS,195.28,196.22,193.23,194.76,12358953.0
20250515,AVGO,브로드컴,NAS,230.16,234.455,228.07,232.64,18803678.0
20250515,MU,마이크론,NAS,94.01,95.61,92.17,95.45,24196105.0
20250515,NVDA,엔비디아,NAS,134.295,136.3,132.66,134.83,226632563.0
20250515,QQQ,나스닥100,NAS,516.52,521.93,515.17,519.25,50153275.0
20250515,SMH,반도체ETF2,NAS,245.75,249.0,244.075,247.13,6446329.0
20250515,SOXX,반도체ETF,NAS,212.69,215.0,210.91,213.41,4216879.0
20250515,TSM,TSMC ADR,NYS,193.1,194.49,191.63,194.22,10241765.0
20250516,AVGO,브로드컴,NAS,232.32,232.64,226.39,228.61,23094606.0
20250516,MU,마이크론,NAS,95.9,98.19,95.7,98.0,22609277.0
20250516,NVDA,엔비디아,NAS,136.22,136.35,133.46,135.4,226542451.0
20250516,QQQ,나스닥100,NAS,520.66,521.7,517.1,521.51,48394603.0
20250516,SMH,반도체ETF2,NAS,247.54,247.61,244.12,246.42,3800074.0
20250516,SOXX,반도체ETF,NAS,213.56,213.56,210.68,213.13,2521507.0
20250516,TSM,TSMC ADR,NYS,194.53,195.08,192.57,194.22,9146662.0
20250519,AVGO,브로드컴,NAS,221.85,231.2499,221.6,230.63,15355450.0
20250519,MU,마이크론,NAS,95.71,99.02,95.7,98.65,14380066.0
20250519,NVDA,엔비디아,NAS,132.39,135.87,132.39,135.57,193154571.0
20250519,QQQ,나스닥100,NAS,514.24,522.53,514.24,522.01,52536154.0
20250519,SMH,반도체ETF2,NAS,241.4,246.5,241.29,246.01,4196067.0
20250519,SOXX,반도체ETF,NAS,208.22,212.39,208.17,211.85,5334720.0
20250519,TSM,TSMC ADR,NYS,189.0,193.5,188.8107,193.5,10144438.0
20250520,AVGO,브로드컴,NAS,226.49,231.77,226.34,231.68,11787156.0
20250520,MU,마이크론,NAS,97.92,98.63,96.97,98.1,12331253.0
20250520,NVDA,엔비디아,NAS,134.29,134.58,132.62,134.38,161514247.0
20250520,QQQ,나스닥100,NAS,519.47,520.93,516.66,520.27,42517561.0
20250520,SMH,반도체ETF2,NAS,243.87,245.61,242.88,245.54,3115165.0
20250520,SOXX,반도체ETF,NAS,210.04,211.62,209.41,211.54,2968043.0
20250520,TSM,TSMC ADR,NYS,191.8,193.73,190.81,193.45,7054072.0
20250521,AVGO,브로드컴,NAS,228.39,236.5,227.8301,229.73,17642941.0
20250521,MU,마이크론,NAS,97.16,98.82,95.26,95.84,15764282.0
20250521,NVDA,엔비디아,NAS,133.06,137.4,130.59,131.8,270608738.0
20250521,QQQ,나스닥100,NAS,516.27,523.0,511.24,513.04,71292831.0
20250521,SMH,반도체ETF2,NAS,243.33,248.58,240.02,241.47,6392549.0
20250521,SOXX,반도체ETF,NAS,209.75,213.9,206.35,207.67,5007748.0
20250521,TSM,TSMC ADR,NYS,193.1,195.27,190.53,191.76,7375650.0
20250522,AVGO,브로드컴,NAS,228.34,233.6899,227.43,230.53,14340230.0
20250522,MU,마이크론,NAS,95.41,97.22,94.37,94.83,13245249.0
20250522,NVDA,엔비디아,NAS,132.23,134.25,131.55,132.83,187343954.0
20250522,QQQ,나스닥100,NAS,513.66,517.71,512.3,514.0,55607169.0
20250522,SMH,반도체ETF2,NAS,241.03,243.61,240.32,240.81,5185483.0
20250522,SOXX,반도체ETF,NAS,207.525,209.47,205.58,205.75,5397309.0
20250522,TSM,TSMC ADR,NYS,191.34,196.83,191.335,196.19,11824973.0
20250523,AVGO,브로드컴,NAS,226.94,230.65,226.18,228.72,15385632.0
20250523,MU,마이크론,NAS,92.26,93.84,90.93,93.37,16544976.0
20250523,NVDA,엔비디아,NAS,130.0,132.68,129.16,131.29,198821324.0
20250523,QQQ,나스닥100,NAS,506.18,511.84,505.58,509.24,58368075.0
20250523,SMH,반도체ETF2,NAS,235.231,238.86,234.585,237.44,6577211.0
20250523,SOXX,반도체ETF,NAS,200.47,203.66,199.93,202.56,9527915.0
20250523,TSM,TSMC ADR,NYS,192.02,192.8,190.03,191.98,9403136.0
20250527,AVGO,브로드컴,NAS,232.865,236.48,231.1308,235.65,17941668.0
20250527,MU,마이크론,NAS,95.18,96.7,94.19,96.38,17612618.0
20250527,NVDA,엔비디아,NAS,134.15,135.66,133.31,135.5,192953613.0
20250527,QQQ,나스닥100,NAS,516.15,521.71,514.59,521.22,47226323.0
20250527,SMH,반도체ETF2,NAS,242.49,245.69,240.6594,244.97,8858899.0
20250527,SOXX,반도체ETF,NAS,206.96,210.23,205.27,209.29,6057596.0
20250527,TSM,TSMC ADR,NYS,194.095,198.31,193.7,197.68,12228212.0
20250528,AVGO,브로드컴,NAS,237.15,240.99,234.425,239.43,20443004.0
20250528,MU,마이크론,NAS,96.7,97.21,95.6,96.18,10500295.0
20250528,NVDA,엔비디아,NAS,136.025,137.25,134.79,134.81,304021146.0
20250528,QQQ,나스닥100,NAS,522.18,523.68,518.39,518.91,46637175.0
20250528,SMH,반도체ETF2,NAS,245.29,246.21,241.905,242.36,10739453.0
20250528,SOXX,반도체ETF,NAS,209.84,210.46,207.75,208.24,6769206.0
20250528,TSM,TSMC ADR,NYS,196.09,198.065,195.48,196.14,17787617.0
20250529,AVGO,브로드컴,NAS,245.905,246.07,237.4,241.97,20768031.0
20250529,MU,마이크론,NAS,98.59,99.63,96.11,96.8,14640052.0
20250529,NVDA,엔비디아,NAS,142.245,143.49,137.91,139.19,370615167.0
20250529,QQQ,나스닥100,NAS,526.33,526.48,517.32,519.93,58724069.0
20250529,SMH,반도체ETF2,NAS,249.0,249.21,242.7001,244.08,9135620.0
20250529,SOXX,반도체ETF,NAS,213.025,213.17,207.75,209.09,8602757.0
20250529,TSM,TSMC ADR,NYS,199.46,199.8,196.08,197.15,14624606.0
20250530,AVGO,브로드컴,NAS,241.215,243.17,234.9,242.07,27088559.0
20250530,MU,마이크론,NAS,96.04,96.6099,92.22,94.46,23758198.0
20250530,NVDA,엔비디아,NAS,138.715,139.62,132.92,135.13,333170851.0
20250530,QQQ,나스닥100,NAS,519.44,520.68,511.93,519.11,67662836.0
20250530,SMH,반도체ETF2,NAS,243.23,243.23,235.37,239.75,11064652.0
20250530,SOXX,반도체ETF,NAS,207.815,207.87,201.115,204.94,10781006.0
20250530,TSM,TSMC ADR,NYS,195.77,195.91,190.56,193.32,11998300.0
20250602,AVGO,브로드컴,NAS,243.25,250.0,243.19,248.71,19197009.0
20250602,MU,마이크론,NAS,94.58,99.24,94.4,98.18,16850336.0
20250602,NVDA,엔비디아,NAS,135.49,138.12,135.4,137.38,197663116.0
20250602,QQQ,나스닥100,NAS,517.24,523.45,515.97,523.21,44762817.0
20250602,SMH,반도체ETF2,NAS,239.175,244.03,238.96,243.3,4719859.0
20250602,SOXX,반도체ETF,NAS,204.42,208.83,204.29,208.03,6034911.0
20250602,TSM,TSMC ADR,NYS,193.035,195.16,192.195,194.84,7447367.0
20250603,AVGO,브로드컴,NAS,250.075,257.88,249.4,256.85,30380248.0
20250603,MU,마이크론,NAS,98.355,102.93,96.96,102.25,22757621.0
20250603,NVDA,엔비디아,NAS,138.78,142.0,137.95,141.22,225578783.0
20250603,QQQ,나스닥100,NAS,523.56,528.74,522.69,527.3,44070330.0
20250603,SMH,반도체ETF2,NAS,243.48,249.17,242.35,248.79,7518683.0
20250603,SOXX,반도체ETF,NAS,208.145,214.14,206.71,213.62,8905096.0
20250603,TSM,TSMC ADR,NYS,194.345,198.1685,193.64,197.61,9548320.0
20250604,AVGO,브로드컴,NAS,258.06,265.43,257.59,261.08,31536047.0
20250604,MU,마이크론,NAS,102.38,103.91,101.7,103.25,14595879.0
20250604,NVDA,엔비디아,NAS,142.19,142.39,139.545,141.92,167120819.0
20250604,QQQ,나스닥100,NAS,528.01,529.84,525.9694,528.77,41359322.0
20250604,SMH,반도체ETF2,NAS,250.57,252.61,248.36,251.75,7258713.0
20250604,SOXX,반도체ETF,NAS,215.39,217.62,213.54,216.8,7339525.0
20250604,TSM,TSMC ADR,NYS,201.38,204.03,200.38,202.4,13531121.0
20250605,AVGO,브로드컴,NAS,262.95,264.89,259.06,259.93,42334079.0
20250605,MU,마이크론,NAS,106.3,109.03,105.53,106.29,28863453.0
20250605,NVDA,엔비디아,NAS,142.17,144.0,138.83,139.99,232410759.0
20250605,QQQ,나스닥100,NAS,530.18,533.05,522.66,524.79,61286623.0
20250605,SMH,반도체ETF2,NAS,253.74,256.06,249.76,251.3,8057739.0
20250605,SOXX,반도체ETF,NAS,218.47,220.28,214.41,215.89,10944227.0
20250605,TSM,TSMC ADR,NYS,204.88,205.76,202.28,203.34,12242180.0
20250606,AVGO,브로드컴,NAS,251.14,255.32,246.1348,246.93,41146653.0
20250606,MU,마이크론,NAS,108.08,111.05,108.0401,108.56,20710120.0
20250606,NVDA,엔비디아,NAS,142.51,143.27,141.51,141.72,153986153.0
20250606,QQQ,나스닥100,NAS,530.0,531.8,528.21,529.92,42467021.0
20250606,SMH,반도체ETF2,NAS,253.535,255.59,252.64,252.73,5589747.0
20250606,SOXX,반도체ETF,NAS,218.0,220.23,217.21,217.34,7582517.0
20250606,TSM,TSMC ADR,NYS,203.58,206.29,203.23,205.18,8531979.0
20250609,AVGO,브로드컴,NAS,245.045,248.17,241.11,244.28,25334081.0
20250609,MU,마이크론,NAS,109.51,112.53,108.58,110.95,20159672.0
20250609,NVDA,엔비디아,NAS,143.19,145.0,141.94,142.63,185114494.0
20250609,QQQ,나스닥100,NAS,530.14,532.35,529.01,530.7,33688671.0
20250609,SMH,반도체ETF2,NAS,255.0,259.87,255.0,256.96,10841427.0
20250609,SOXX,반도체ETF,NAS,219.325,224.41,219.13,222.46,7712015.0
20250609,TSM,TSMC ADR,NYS,206.4,209.27,205.87,207.0,11472258.0
20250610,AVGO,브로드컴,NAS,244.215,246.2795,241.4,244.63,25491286.0
20250610,MU,마이크론,NAS,111.53,114.9231,111.23,114.14,22949441.0
20250610,NVDA,엔비디아,NAS,142.69,144.29,141.525,143.96,155881897.0
20250610,QQQ,나스닥100,NAS,531.17,534.9,528.89,534.21,40664795.0
20250610,SMH,반도체ETF2,NAS,258.36,262.68,257.46,262.07,9762982.0
20250610,SOXX,반도체ETF,NAS,223.54,228.08,222.99,227.32,7676150.0
20250610,TSM,TSMC ADR,NYS,211.605,213.23,209.96,212.46,14513988.0
20250611,AVGO,브로드컴,NAS,246.355,254.77,243.8,252.91,24598987.0
20250611,MU,마이크론,NAS,115.6,117.26,114.73,116.03,21614059.0
20250611,NVDA,엔비디아,NAS,144.61,144.99,141.87,142.83,167694044.0
20250611,QQQ,나스닥100,NAS,535.62,536.78,530.11,532.41,53701033.0
20250611,SMH,반도체ETF2,NAS,263.6,264.91,259.69,261.88,12285963.0
20250611,SOXX,반도체ETF,NAS,228.9,229.8,224.27,226.56,10405605.0
20250611,TSM,TSMC ADR,NYS,215.0,217.43,212.95,214.1,13326440.0
20250612,AVGO,브로드컴,NAS,250.185,257.89,249.5,256.07,20410901.0
20250612,MU,마이크론,NAS,114.105,116.48,113.52,116.18,17076501.0
20250612,NVDA,엔비디아,NAS,141.97,145.0,141.85,145.0,162364991.0
20250612,QQQ,나스닥100,NAS,531.09,534.6438,530.84,533.66,34104887.0
20250612,SMH,반도체ETF2,NAS,260.06,264.0,260.06,263.15,6781903.0
20250612,SOXX,반도체ETF,NAS,224.94,228.0,224.6,226.87,5149168.0
20250612,TSM,TSMC ADR,NYS,212.92,215.88,211.91,215.43,9796134.0
20250613,AVGO,브로드컴,NAS,250.66,254.0,248.35,248.7,19028440.0
20250613,MU,마이크론,NAS,113.8,117.1,113.66,115.6,17453016.0
20250613,NVDA,엔비디아,NAS,142.48,143.58,140.855,141.97,180820565.0
20250613,QQQ,나스닥100,NAS,527.68,531.87,525.73,526.96,55814443.0
20250613,SMH,반도체ETF2,NAS,257.55,260.6,256.05,256.99,11950239.0
20250613,SOXX,반도체ETF,NAS,221.99,224.58,220.3,220.96,10484576.0
20250613,TSM,TSMC ADR,NYS,210.11,213.26,209.4,211.1,10152533.0
20250616,AVGO,브로드컴,NAS,250.35,255.19,249.565,252.1,20363010.0
20250616,MU,마이크론,NAS,117.81,120.9607,117.32,119.84,21374055.0
20250616,NVDA,엔비디아,NAS,143.345,146.175,143.2001,144.69,183133666.0
20250616,QQQ,나스닥100,NAS,530.5,535.37,530.45,534.29,37622051.0
20250616,SMH,반도체ETF2,NAS,259.965,265.05,259.78,263.38,7497747.0
20250616,SOXX,반도체ETF,NAS,223.585,228.58,223.24,227.44,5772471.0
20250616,TSM,TSMC ADR,NYS,213.0,217.6,212.73,215.68,10932869.0
20250617,AVGO,브로드컴,NAS,250.95,253.96,247.92,249.37,22014312.0
20250617,MU,마이크론,NAS,119.6,123.51,119.35,120.34,20837736.0
20250617,NVDA,엔비디아,NAS,144.49,145.22,143.78,144.12,139108000.0
20250617,QQQ,나스닥100,NAS,531.71,533.325,527.91,529.08,42180866.0
20250617,SMH,반도체ETF2,NAS,262.44,265.53,261.36,261.59,7284711.0
20250617,SOXX,반도체ETF,NAS,226.45,229.64,225.48,225.64,7290018.0
20250617,TSM,TSMC ADR,NYS,213.89,215.94,213.5,213.9,8389651.0
20250618,AVGO,브로드컴,NAS,250.89,255.64,249.41,251.26,30435494.0
20250618,MU,마이크론,NAS,120.46,122.98,120.18,121.82,20180011.0
20250618,NVDA,엔비디아,NAS,144.005,145.65,143.12,145.48,161494121.0
20250618,QQQ,나스닥100,NAS,530.1,532.55,527.4,528.99,43983522.0
20250618,SMH,반도체ETF2,NAS,262.78,264.9114,260.99,262.59,7367364.0
20250618,SOXX,반도체ETF,NAS,226.85,229.19,225.1,226.56,6657644.0
20250618,TSM,TSMC ADR,NYS,214.695,215.1651,212.89,213.5,6931992.0
20250620,AVGO,브로드컴,NAS,253.21,253.52,244.17,249.99,42134900.0
20250620,MU,마이크론,NAS,122.77,124.16,120.38,123.6,29290388.0
20250620,NVDA,엔비디아,NAS,145.45,146.2,142.65,143.85,242956157.0
20250620,QQQ,나스닥100,NAS,532.26,533.56,524.88,526.83,61643519.0
20250620,SMH,반도체ETF2,NAS,264.85,265.025,257.22,260.27,11439904.0
20250620,SOXX,반도체ETF,NAS,228.79,229.08,222.16,225.11,8202267.0
20250620,TSM,TSMC ADR,NYS,215.2,215.4978,208.15,209.51,16992048.0
20250623,AVGO,브로드컴,NAS,249.105,254.21,246.46,253.77,19747034.0
20250623,MU,마이크론,NAS,123.67,124.5091,119.81,122.08,23399222.0
20250623,NVDA,엔비디아,NAS,142.5,144.78,142.03,144.17,154308941.0
20250623,QQQ,나스닥100,NAS,526.81,532.17,523.65,531.65,50666146.0
20250623,SMH,반도체ETF2,NAS,259.85,262.66,257.12,261.92,10420123.0
20250623,SOXX,반도체ETF,NAS,225.015,227.89,221.86,226.51,7115093.0
20250623,TSM,TSMC ADR,NYS,206.63,210.59,206.2015,210.32,7535531.0
20250624,AVGO,브로드컴,NAS,258.77,265.87,258.77,263.77,32764864.0
20250624,MU,마이크론,NAS,125.11,128.1,124.96,127.91,26420607.0
20250624,NVDA,엔비디아,NAS,145.56,147.96,145.5,147.9,187566121.0
20250624,QQQ,나스닥100,NAS,536.89,540.7,536.27,539.78,45441982.0
20250624,SMH,반도체ETF2,NAS,265.93,271.62,265.74,271.54,9035532.0
20250624,SOXX,반도체ETF,NAS,230.57,235.36,230.46,235.1,7017460.0
20250624,TSM,TSMC ADR,NYS,214.39,220.365,213.88,220.09,14814705.0
20250625,AVGO,브로드컴,NAS,266.0,269.87,263.43,264.65,18894163.0
20250625,MU,마이크론,NAS,126.61,127.5,125.62,127.25,39406992.0
20250625,NVDA,엔비디아,NAS,149.27,154.45,149.26,154.31,269146471.0
20250625,QQQ,나스닥100,NAS,542.06,543.31,539.38,541.16,44804168.0
20250625,SMH,반도체ETF2,NAS,273.22,275.27,272.45,275.2,8480014.0
20250625,SOXX,반도체ETF,NAS,236.66,237.24,234.8,237.21,5252506.0
20250625,TSM,TSMC ADR,NYS,220.8,223.5,220.8,222.74,9168374.0
20250626,AVGO,브로드컴,NAS,265.075,271.67,264.125,270.17,23569585.0
20250626,MU,마이크론,NAS,129.53,129.85,123.79,126.0,62678063.0
20250626,NVDA,엔비디아,NAS,155.975,156.715,154.0,155.02,198145746.0
20250626,QQQ,나스닥100,NAS,543.35,546.67,541.52,546.22,43811432.0
20250626,SMH,반도체ETF2,NAS,277.08,277.95,274.95,277.2,6789034.0
20250626,SOXX,반도체ETF,NAS,239.035,239.65,237.18,239.07,4350082.0
20250626,TSM,TSMC ADR,NYS,224.98,225.22,222.6956,224.01,7982208.0
20250627,AVGO,브로드컴,NAS,270.3,271.85,266.88,269.35,27477575.0
20250627,MU,마이크론,NAS,125.14,127.54,123.39,124.76,36888608.0
20250627,NVDA,엔비디아,NAS,156.04,158.71,155.255,157.75,263234539.0
20250627,QQQ,나스닥100,NAS,547.26,549.99,544.545,548.09,57577147.0
20250627,SMH,반도체ETF2,NAS,278.18,280.5,275.6444,278.42,8170862.0
20250627,SOXX,반도체ETF,NAS,239.31,241.2338,236.37,238.86,4520463.0
20250627,TSM,TSMC ADR,NYS,224.3,228.88,224.03,228.57,13132971.0
20250630,AVGO,브로드컴,NAS,274.73,277.705,272.13,275.65,24708432.0
20250630,MU,마이크론,NAS,124.895,125.08,121.85,123.25,22799675.0
20250630,NVDA,엔비디아,NAS,158.4,158.66,155.96,157.99,194580316.0
20250630,QQQ,나스닥100,NAS,551.26,552.8,549.01,551.64,45548742.0
20250630,SMH,반도체ETF2,NAS,279.7,279.96,277.095,278.88,6375790.0
20250630,SOXX,반도체ETF,NAS,240.165,240.165,237.56,238.7,4925307.0
20250630,TSM,TSMC ADR,NYS,227.44,228.15,224.8,226.49,9279803.0
20250701,AVGO,브로드컴,NAS,274.4,274.5,262.6555,264.74,28847626.0
20250701,MU,마이크론,NAS,122.345,123.9899,119.08,120.89,24825833.0
20250701,NVDA,엔비디아,NAS,156.29,157.2,151.49,153.3,213143621.0
20250701,QQQ,나스닥100,NAS,549.73,550.71,544.66,546.99,56166736.0
20250701,SMH,반도체ETF2,NAS,276.8,278.055,272.16,275.84,8931315.0
20250701,SOXX,반도체ETF,NAS,236.7,239.18,234.08,237.62,10892948.0
20250701,TSM,TSMC ADR,NYS,227.425,228.6,221.18,224.68,9990210.0
20250702,AVGO,브로드컴,NAS,263.99,272.0,262.73,269.9,17582090.0
20250702,MU,마이크론,NAS,120.5,123.0,118.06,121.74,29303779.0
20250702,NVDA,엔비디아,NAS,152.98,157.6,152.97,157.25,171224111.0
20250702,QQQ,나스닥100,NAS,546.16,551.0,546.12,550.8,36538281.0
20250702,SMH,반도체ETF2,NAS,274.82,281.92,274.66,281.25,8713833.0
20250702,SOXX,반도체ETF,NAS,237.09,243.12,237.0,242.14,5978978.0
20250702,TSM,TSMC ADR,NYS,224.48,233.82,224.0,233.6,12012459.0
20250703,AVGO,브로드컴,NAS,270.73,275.8,270.12,275.18,10592655.0
20250703,MU,마이크론,NAS,122.325,123.63,121.83,122.29,13247931.0
20250703,NVDA,엔비디아,NAS,158.37,160.98,157.77,159.34,143716055.0
20250703,QQQ,나스닥100,NAS,553.18,557.2,553.18,556.22,26443524.0
20250703,SMH,반도체ETF2,NAS,282.82,285.19,282.31,283.62,4442978.0
20250703,SOXX,반도체ETF,NAS,243.15,244.198,242.7,243.34,3069405.0
20250703,TSM,TSMC ADR,NYS,233.87,237.58,233.27,234.8,7779584.0
20250707,AVGO,브로드컴,NAS,275.13,277.56,272.66,274.18,16760617.0
20250707,MU,마이크론,NAS,121.18,121.505,118.911,119.92,19148367.0
20250707,NVDA,엔비디아,NAS,158.2,159.31,157.342,158.24,140138975.0
20250707,QQQ,나스닥100,NAS,553.52,554.34,549.58,552.03,45349323.0
20250707,SMH,반도체ETF2,NAS,281.76,282.64,278.55,279.76,8616432.0
20250707,SOXX,반도체ETF,NAS,241.29,242.13,237.75,238.78,4859190.0
20250707,TSM,TSMC ADR,NYS,231.63,232.55,227.44,229.17,13817520.0
20250708,AVGO,브로드컴,NAS,276.345,276.345,271.1545,271.8,14869407.0
20250708,MU,마이크론,NAS,122.445,125.45,121.95,124.42,26238160.0
20250708,NVDA,엔비디아,NAS,159.33,160.22,158.39,160.0,138133025.0
20250708,QQQ,나스닥100,NAS,553.38,554.01,551.1,552.34,36153258.0
20250708,SMH,반도체ETF2,NAS,281.61,284.73,280.7,283.48,8186459.0
20250708,SOXX,반도체ETF,NAS,241.06,245.4,240.11,243.34,7276223.0
20250708,TSM,TSMC ADR,NYS,229.78,230.33,227.535,227.86,8854432.0
20250709,AVGO,브로드컴,NAS,272.96,279.45,272.72,277.9,20133002.0
20250709,MU,마이크론,NAS,124.815,126.15,121.28,122.24,20463955.0
20250709,NVDA,엔비디아,NAS,161.22,164.42,161.16,162.88,183656443.0
20250709,QQQ,나스닥100,NAS,554.48,557.63,553.1,556.25,43045534.0
20250709,SMH,반도체ETF2,NAS,284.73,287.84,283.57,285.42,6810712.0
20250709,SOXX,반도체ETF,NAS,244.01,246.53,241.88,244.12,4415318.0
20250709,TSM,TSMC ADR,NYS,230.45,233.27,230.24,231.84,9475340.0
20250710,AVGO,브로드컴,NAS,279.785,281.18,272.7,275.4,17891599.0
20250710,MU,마이크론,NAS,124.28,124.35,122.02,123.11,15378419.0
20250710,NVDA,엔비디아,NAS,164.32,164.5,161.61,164.1,167704075.0
20250710,QQQ,나스닥100,NAS,556.89,557.3,552.75,555.45,34710913.0
20250710,SMH,반도체ETF2,NAS,287.885,288.19,284.56,287.52,5636246.0
20250710,SOXX,반도체ETF,NAS,246.415,247.52,244.2701,246.55,4869235.0
20250710,TSM,TSMC ADR,NYS,232.78,233.05,227.77,229.76,13124703.0
20250711,AVGO,브로드컴,NAS,274.14,276.47,271.89,274.38,14274674.0
20250711,MU,마이크론,NAS,122.125,124.81,121.24,124.53,15820592.0
20250711,NVDA,엔비디아,NAS,163.715,167.89,163.47,164.92,193633263.0
20250711,QQQ,나스닥100,NAS,553.3,555.79,552.05,554.2,39618635.0
20250711,SMH,반도체ETF2,NAS,286.47,288.94,285.55,287.49,5676952.0
20250711,SOXX,반도체ETF,NAS,245.01,247.0695,244.055,246.17,2649556.0
20250711,TSM,TSMC ADR,NYS,231.0,232.27,229.4001,230.4,8817763.0
20250714,AVGO,브로드컴,NAS,274.13,278.355,269.58,275.6,11934236.0
20250714,MU,마이크론,NAS,120.38,120.44,117.02,118.61,32117724.0
20250714,NVDA,엔비디아,NAS,165.37,165.49,162.02,164.07,136975754.0
20250714,QQQ,나스닥100,NAS,553.99,556.945,551.63,556.21,36453314.0
20250714,SMH,반도체ETF2,NAS,286.3,286.52,281.74,285.32,7455764.0
20250714,SOXX,반도체ETF,NAS,244.15,244.735,240.35,243.83,5522611.0
20250714,TSM,TSMC ADR,NYS,229.33,229.85,226.31,228.67,10673518.0
20250715,AVGO,브로드컴,NAS,279.805,283.36,277.8501,280.94,17918352.0
20250715,MU,마이크론,NAS,120.94,121.39,119.122,120.11,24958888.0
20250715,NVDA,엔비디아,NAS,171.19,172.4,169.195,170.7,230627350.0
20250715,QQQ,나스닥100,NAS,560.25,560.8,556.66,556.72,43277661.0
20250715,SMH,반도체ETF2,NAS,291.67,293.2,290.08,290.8,9892534.0
20250715,SOXX,반도체ETF,NAS,248.79,249.96,246.1,246.26,6042060.0
20250715,TSM,TSMC ADR,NYS,234.46,237.71,233.85,236.95,14270133.0
20250716,AVGO,브로드컴,NAS,280.105,281.51,275.67,280.81,15031022.0
20250716,MU,마이크론,NAS,119.025,119.09,114.8103,116.43,30614775.0
20250716,NVDA,엔비디아,NAS,171.06,171.75,168.9,171.37,158831509.0
20250716,QQQ,나스닥100,NAS,557.28,560.21,551.56,557.29,52314711.0
20250716,SMH,반도체ETF2,NAS,288.5,289.57,283.13,289.28,10065893.0
20250716,SOXX,반도체ETF,NAS,244.28,245.67,239.215,245.59,8348922.0
20250716,TSM,TSMC ADR,NYS,236.395,238.31,234.15,237.56,15092753.0
20250717,AVGO,브로드컴,NAS,281.14,288.28,279.91,286.45,17231099.0
20250717,MU,마이크론,NAS,113.93,114.2,110.95,113.26,34702434.0
20250717,NVDA,엔비디아,NAS,172.02,174.16,170.83,173.0,160841119.0
20250717,QQQ,나스닥100,NAS,558.02,562.31,557.21,561.8,40423778.0
20250717,SMH,반도체ETF2,NAS,290.045,292.56,287.98,291.71,6998322.0
20250717,SOXX,반도체ETF,NAS,245.535,247.13,243.905,246.53,4801141.0
20250717,TSM,TSMC ADR,NYS,245.79,248.28,241.39,245.6,27395684.0
20250718,AVGO,브로드컴,NAS,287.11,287.53,281.0,283.34,15012409.0
20250718,MU,마이크론,NAS,114.24,114.8,113.28,114.39,19349851.0
20250718,NVDA,엔비디아,NAS,173.64,174.25,171.26,172.41,146456416.0
20250718,QQQ,나스닥100,NAS,563.12,564.7262,559.98,561.26,50484704.0
20250718,SMH,반도체ETF2,NAS,292.91,293.325,289.33,290.31,5522542.0
20250718,SOXX,반도체ETF,NAS,247.95,248.37,244.88,246.73,3758820.0
20250718,TSM,TSMC ADR,NYS,245.31,245.97,238.69,240.4,16252018.0
20250721,AVGO,브로드컴,NAS,283.955,290.54,283.63,288.21,17726804.0
20250721,MU,마이크론,NAS,113.585,115.92,112.67,113.23,22189833.0
20250721,NVDA,엔비디아,NAS,172.75,173.38,171.0,171.38,123126136.0
20250721,QQQ,나스닥100,NAS,562.09,566.06,562.06,564.17,39595214.0
20250721,SMH,반도체ETF2,NAS,290.67,293.53,290.4,290.51,5910943.0
20250721,SOXX,반도체ETF,NAS,247.355,250.19,246.95,246.95,4672569.0
20250721,TSM,TSMC ADR,NYS,240.12,242.34,238.75,238.85,11971805.0
20250722,AVGO,브로드컴,NAS,287.655,288.0,276.43,278.59,16564831.0
20250722,MU,마이크론,NAS,112.855,113.0,108.125,109.22,27917613.0
20250722,NVDA,엔비디아,NAS,171.34,171.39,164.58,167.03,193114327.0
20250722,QQQ,나스닥100,NAS,564.3,564.35,558.61,561.25,43270647.0
20250722,SMH,반도체ETF2,NAS,289.735,289.84,282.12,285.37,11537512.0
20250722,SOXX,반도체ETF,NAS,246.04,246.5,240.69,243.54,6870965.0
20250722,TSM,TSMC ADR,NYS,237.83,238.0,231.76,234.6,11919542.0
20250723,AVGO,브로드컴,NAS,276.78,284.0,273.0,283.69,20556237.0
20250723,MU,마이크론,NAS,109.44,110.289,108.876,109.83,17809995.0
20250723,NVDA,엔비디아,NAS,169.53,171.26,167.97,170.78,154082197.0
20250723,QQQ,나스닥100,NAS,562.34,563.85,559.58,563.81,40215259.0
20250723,SMH,반도체ETF2,NAS,285.3,286.67,282.99,286.61,8194570.0
20250723,SOXX,반도체ETF,NAS,241.715,242.4,239.06,242.06,5952646.0
20250723,TSM,TSMC ADR,NYS,238.52,240.48,236.38,240.33,9885441.0
20250724,AVGO,브로드컴,NAS,289.79,291.2,283.5,288.71,16413778.0
20250724,MU,마이크론,NAS,111.06,112.73,110.25,111.73,20293061.0
20250724,NVDA,엔비디아,NAS,172.44,173.83,171.3,173.74,128984628.0
20250724,QQQ,나스닥100,NAS,565.13,566.24,563.295,565.01,42275541.0
