일자,티커,이름,거래소,시가,고가,저가,종가,거래량
20240517,SMH,반도체ETF2,NAS,233.59,233.82,228.62,230.25,5241271.0
20240517,SOXX,반도체ETF,NAS,231.0,231.4,226.42,228.24,1806075.0
20240517,TSM,TSMC ADR,NYS,154.0,154.0,150.84,151.68,7711247.0
20240520,AVGO,브로드컴,NAS,1396.0,1416.94,1393.16,1414.03,2716995.0
20240520,MU,마이크론,NAS,127.125,131.02,126.64,129.0,19123181.0
20240520,NVDA,엔비디아,NAS,937.5,952.0,934.4,947.8,31876446.0
20240520,QQQ,나스닥100,NAS,451.98,455.58,451.785,454.91,24474226.0
20240520,SMH,반도체ETF2,NAS,231.47,236.04,230.885,235.0,4986447.0
20240520,SOXX,반도체ETF,NAS,229.27,234.72,228.845,233.26,2555314.0
20240520,TSM,TSMC ADR,NYS,151.67,154.24,150.82,153.55,9261190.0
20240521,AVGO,브로드컴,NAS,1398.68,1409.39,1393.46,1399.2,1533251.0
20240521,MU,마이크론,NAS,124.2,128.82,123.28,127.5,15717818.0
20240521,NVDA,엔비디아,NAS,935.99,954.0,931.8,953.86,32894646.0
20240521,QQQ,나스닥100,NAS,453.04,455.99,452.84,455.8,23167720.0
20240521,SMH,반도체ETF2,NAS,232.96,234.92,231.87,234.67,4396157.0
20240521,SOXX,반도체ETF,NAS,230.18,232.8943,230.07,232.51,2178896.0
20240521,TSM,TSMC ADR,NYS,152.3,153.99,151.95,153.67,7919449.0
20240522,AVGO,브로드컴,NAS,1396.01,1405.0,1384.22,1392.24,2100212.0
20240522,MU,마이크론,NAS,127.79,127.87,125.24,126.28,11190126.0
20240522,NVDA,엔비디아,NAS,954.59,960.2,932.49,949.5,54864799.0
20240522,QQQ,나스닥100,NAS,456.06,456.82,453.08,455.71,25120040.0
20240522,SMH,반도체ETF2,NAS,236.91,237.215,233.99,236.59,8112705.0
20240522,SOXX,반도체ETF,NAS,234.67,235.85,232.805,235.24,3488522.0
20240522,TSM,TSMC ADR,NYS,155.88,157.23,154.5401,156.15,13455201.0
20240523,AVGO,브로드컴,NAS,1428.43,1429.0,1378.0,1393.29,3103899.0
20240523,MU,마이크론,NAS,131.77,131.95,124.66,126.27,20747381.0
20240523,NVDA,엔비디아,NAS,1020.28,1063.2,1015.2,1037.99,83506528.0
20240523,QQQ,나스닥100,NAS,460.55,460.58,451.8503,453.66,40899230.0
20240523,SMH,반도체ETF2,NAS,244.15,244.56,237.79,239.82,12401014.0
20240523,SOXX,반도체ETF,NAS,240.83,240.92,232.16,233.92,4704798.0
20240523,TSM,TSMC ADR,NYS,159.18,160.7799,155.865,157.09,20872972.0
20240524,AVGO,브로드컴,NAS,1399.79,1413.5844,1392.0242,1407.84,1672996.0
20240524,MU,마이크론,NAS,127.82,130.4,126.6,129.49,14048894.0
20240524,NVDA,엔비디아,NAS,1044.49,1064.75,1030.0,1064.69,42949367.0
20240524,QQQ,나스닥100,NAS,455.29,459.23,453.5674,457.95,29669461.0
20240524,SMH,반도체ETF2,NAS,241.53,244.44,240.29,244.26,4644652.0
20240524,SOXX,반도체ETF,NAS,236.04,239.35,235.0,238.56,2450116.0
20240524,TSM,TSMC ADR,NYS,157.2,160.66,156.71,160.0,11908211.0
20240528,AVGO,브로드컴,NAS,1410.0,1417.1813,1392.54,1412.45,2291886.0
20240528,MU,마이크론,NAS,131.755,133.3,129.27,132.67,14142956.0
20240528,NVDA,엔비디아,NAS,1102.44,1149.39,1098.83,1139.01,65272789.0
20240528,QQQ,나스닥100,NAS,459.18,459.74,456.69,459.68,26216815.0
20240528,SMH,반도체ETF2,NAS,247.69,250.85,245.46,249.83,7702965.0
20240528,SOXX,반도체ETF,NAS,241.35,243.63,238.8469,242.59,2824235.0
20240528,TSM,TSMC ADR,NYS,159.68,160.38,157.6,159.41,13964361.0
20240529,AVGO,브로드컴,NAS,1399.1,1399.1,1383.0,1390.67,2686055.0
20240529,MU,마이크론,NAS,130.0,133.1,129.9,131.58,11242475.0
20240529,NVDA,엔비디아,NAS,1130.5,1154.92,1109.01,1148.25,55744193.0
20240529,QQQ,나스닥100,NAS,455.48,458.24,455.34,456.44,29739238.0
20240529,SMH,반도체ETF2,NAS,246.1,246.98,244.07,245.65,7581261.0
20240529,SOXX,반도체ETF,NAS,238.13,239.18,237.2615,237.58,2061105.0
20240529,TSM,TSMC ADR,NYS,156.75,156.88,153.21,154.34,15779980.0
20240530,AVGO,브로드컴,NAS,1379.0,1382.78,1355.6399,1364.08,2172828.0
20240530,MU,마이크론,NAS,130.3,131.67,125.7,126.29,12666205.0
20240530,NVDA,엔비디아,NAS,1146.5,1158.1915,1096.63,1105.0,48735033.0
20240530,QQQ,나스닥100,NAS,455.5,455.64,450.21,451.55,30714121.0
20240530,SMH,반도체ETF2,NAS,245.49,246.13,241.08,242.27,7093060.0
20240530,SOXX,반도체ETF,NAS,237.65,238.33,234.69,235.93,1541145.0
20240530,TSM,TSMC ADR,NYS,153.59,154.05,151.89,152.96,9710978.0
20240531,AVGO,브로드컴,NAS,1361.36,1362.55,1307.26,1328.55,7309132.0
20240531,MU,마이크론,NAS,126.35,127.32,121.01,125.0,24153782.0
20240531,NVDA,엔비디아,NAS,1125.2,1127.17,1069.4,1096.33,61326250.0
20240531,QQQ,나스닥100,NAS,451.78,452.48,443.055,450.71,55941301.0
20240531,SMH,반도체ETF2,NAS,243.37,244.02,234.26,240.48,12722755.0
20240531,SOXX,반도체ETF,NAS,236.78,237.355,227.5,234.01,2991016.0
20240531,TSM,TSMC ADR,NYS,151.48,152.5,147.81,151.04,13782609.0
20240603,AVGO,브로드컴,NAS,1352.7,1353.0,1302.53,1321.9,2627847.0
20240603,MU,마이크론,NAS,128.13,128.84,125.145,128.17,16134335.0
20240603,NVDA,엔비디아,NAS,1136.21,1150.0,1120.03,1150.0,43839176.0
20240603,QQQ,나스닥100,NAS,454.57,455.58,447.9,453.13,32997467.0
20240603,SMH,반도체ETF2,NAS,245.1,245.44,239.02,243.48,6312764.0
20240603,SOXX,반도체ETF,NAS,237.8,237.9476,230.2,234.39,1815875.0
20240603,TSM,TSMC ADR,NYS,155.12,157.15,152.4602,154.95,12924395.0
20240604,AVGO,브로드컴,NAS,1320.4,1331.99,1307.01,1330.82,2304814.0
20240604,MU,마이크론,NAS,127.35,127.86,125.42,126.64,12995515.0
20240604,NVDA,엔비디아,NAS,1157.16,1166.0,1140.45,1164.37,40332401.0
20240604,QQQ,나스닥100,NAS,452.87,455.575,451.1311,454.37,23767436.0
20240604,SMH,반도체ETF2,NAS,243.3,243.7,240.1,242.6,5796989.0
20240604,SOXX,반도체ETF,NAS,234.0,234.36,230.79,232.56,2246862.0
20240604,TSM,TSMC ADR,NYS,153.4,153.79,150.99,152.47,10066743.0
20240605,AVGO,브로드컴,NAS,1346.0,1414.35,1340.54,1413.09,3294656.0
20240605,MU,마이크론,NAS,128.8,133.87,127.65,133.71,22301829.0
20240605,NVDA,엔비디아,NAS,1183.71,1224.495,1174.68,1224.4,52840178.0
20240605,QQQ,나스닥100,NAS,457.98,463.61,454.408,463.53,33817409.0
20240605,SMH,반도체ETF2,NAS,247.53,254.53,246.71,254.41,10950352.0
20240605,SOXX,반도체ETF,NAS,236.7,242.89,235.86,242.73,3749406.0
20240605,TSM,TSMC ADR,NYS,158.59,163.73,157.95,162.92,23192572.0
20240606,AVGO,브로드컴,NAS,1421.87,1422.6899,1388.2401,1401.27,2017181.0
20240606,MU,마이크론,NAS,133.84,134.13,129.18,130.07,15505001.0
20240606,NVDA,엔비디아,NAS,1240.48,1255.87,1183.2,1209.98,66469619.0
20240606,QQQ,나스닥100,NAS,464.22,464.54,462.19,463.37,21966820.0
20240606,SMH,반도체ETF2,NAS,255.52,255.9162,250.245,252.41,9828172.0
20240606,SOXX,반도체ETF,NAS,242.97,242.97,238.94,240.74,2261298.0
20240606,TSM,TSMC ADR,NYS,164.52,164.7,160.36,162.07,14819056.0
20240607,AVGO,브로드컴,NAS,1407.775,1425.0,1397.02,1406.64,1785903.0
20240607,MU,마이크론,NAS,130.21,132.54,129.62,130.94,12139476.0
20240607,NVDA,엔비디아,NAS,1197.7,1216.9171,1180.22,1208.88,41238580.0
20240607,QQQ,나스닥100,NAS,463.0,465.74,461.84,462.96,25829720.0
20240607,SMH,반도체ETF2,NAS,252.24,254.06,250.49,252.21,5470342.0
20240607,SOXX,반도체ETF,NAS,240.84,241.55,238.35,240.02,2052693.0
20240607,TSM,TSMC ADR,NYS,163.57,166.1199,161.96,164.39,14023335.0
20240610,AVGO,브로드컴,NAS,1409.8,1449.0499,1409.125,1440.47,3108171.0
20240610,MU,마이크론,NAS,129.71,135.665,129.71,134.82,14668151.0
20240610,NVDA,엔비디아,NAS,120.37,123.1,117.01,121.79,314162650.0
20240610,QQQ,나스닥100,NAS,461.82,465.19,461.53,464.83,20719771.0
20240610,SMH,반도체ETF2,NAS,251.1,256.72,250.0478,255.86,6430878.0
20240610,SOXX,반도체ETF,NAS,238.16,244.17,237.825,243.48,1828521.0
20240610,TSM,TSMC ADR,NYS,164.0,169.84,162.4156,168.16,12438405.0
20240611,AVGO,브로드컴,NAS,1438.2,1465.01,1416.23,1461.03,3484432.0
20240611,MU,마이크론,NAS,135.325,135.85,131.78,135.07,14124955.0
20240611,NVDA,엔비디아,NAS,121.77,122.87,118.74,120.91,222551158.0
20240611,QQQ,나스닥100,NAS,463.54,468.14,462.03,468.02,22053281.0
20240611,SMH,반도체ETF2,NAS,255.0,255.89,251.85,255.48,6117786.0
20240611,SOXX,반도체ETF,NAS,241.9,243.71,239.5,243.37,1662086.0
20240611,TSM,TSMC ADR,NYS,168.18,168.405,163.79,165.71,11508574.0
20240612,AVGO,브로드컴,NAS,1500.0,1505.8,1476.4,1495.51,5669737.0
20240612,MU,마이크론,NAS,138.51,141.71,136.83,140.75,16973557.0
20240612,NVDA,엔비디아,NAS,123.06,126.88,122.57,125.2,299595001.0
20240612,QQQ,나스닥100,NAS,471.99,476.5,471.29,474.15,34532585.0
20240612,SMH,반도체ETF2,NAS,260.57,264.55,259.76,263.09,8051492.0
20240612,SOXX,반도체ETF,NAS,247.7,251.1636,247.17,250.23,3101590.0
20240612,TSM,TSMC ADR,NYS,173.36,176.06,171.535,172.98,20309502.0
20240613,AVGO,브로드컴,NAS,1710.0,1735.85,1652.52,1678.99,8906065.0
20240613,MU,마이크론,NAS,142.79,144.22,140.2601,143.14,16312938.0
20240613,NVDA,엔비디아,NAS,129.39,129.8,127.16,129.61,260704537.0
20240613,QQQ,나스닥100,NAS,477.72,478.39,474.42,476.72,25859014.0
20240613,SMH,반도체ETF2,NAS,266.79,268.1399,263.96,267.21,7647184.0
20240613,SOXX,반도체ETF,NAS,252.06,254.08,249.51,252.95,3469394.0
20240613,TSM,TSMC ADR,NYS,172.95,174.07,170.51,172.91,15591789.0
20240614,AVGO,브로드컴,NAS,1686.86,1747.24,1682.1,1735.04,6970471.0
20240614,MU,마이크론,NAS,141.8,142.4889,139.6501,141.36,14028467.0
20240614,NVDA,엔비디아,NAS,129.96,132.84,128.32,131.88,309320376.0
20240614,QQQ,나스닥100,NAS,476.52,479.26,476.05,479.19,23372620.0
20240614,SMH,반도체ETF2,NAS,265.4,268.589,264.62,267.89,6257022.0
20240614,SOXX,반도체ETF,NAS,250.8,252.78,249.73,252.04,2567611.0
20240614,TSM,TSMC ADR,NYS,172.0,173.64,170.36,172.51,9192483.0
20240617,AVGO,브로드컴,NAS,1800.0,1843.0,1778.58,1828.87,8752762.0
20240617,MU,마이크론,NAS,145.58,148.75,142.14,147.83,23908993.0
20240617,NVDA,엔비디아,NAS,132.99,133.73,129.58,130.98,288504444.0
20240617,QQQ,나스닥100,NAS,479.46,486.86,478.14,485.06,37054504.0
20240617,SMH,반도체ETF2,NAS,270.71,273.21,266.9186,272.48,7501958.0
20240617,SOXX,반도체ETF,NAS,253.73,256.5,250.615,256.02,3057939.0
20240617,TSM,TSMC ADR,NYS,177.84,178.67,173.48,177.24,18593708.0
20240618,AVGO,브로드컴,NAS,1839.59,1851.62,1785.01,1802.52,8679674.0
20240618,MU,마이크론,NAS,151.74,157.535,151.51,153.45,42192569.0
20240618,NVDA,엔비디아,NAS,131.14,136.33,130.69,135.58,294335054.0
20240618,QQQ,나스닥100,NAS,485.01,485.9,483.43,485.21,24438565.0
20240618,SMH,반도체ETF2,NAS,273.52,278.27,273.02,276.76,8241579.0
20240618,SOXX,반도체ETF,NAS,257.0,260.65,256.49,259.28,3071501.0
20240618,TSM,TSMC ADR,NYS,180.02,184.86,178.99,179.69,27155146.0
20240620,AVGO,브로드컴,NAS,1803.46,1804.75,1722.2201,1734.56,6815662.0
20240620,MU,마이크론,NAS,157.01,157.41,142.91,144.19,41284979.0
20240620,NVDA,엔비디아,NAS,139.8,140.76,129.52,130.78,517768425.0
20240620,QQQ,나스닥100,NAS,486.42,486.8387,479.62,481.47,33918683.0
20240620,SMH,반도체ETF2,NAS,279.22,279.57,267.08,268.92,14053815.0
20240620,SOXX,반도체ETF,NAS,259.66,260.12,250.82,252.24,3921475.0
20240620,TSM,TSMC ADR,NYS,182.58,183.1746,173.5,175.38,28403222.0
20240621,AVGO,브로드컴,NAS,1695.66,1713.999,1651.42,1658.63,9999861.0
20240621,MU,마이크론,NAS,137.65,142.6,135.7,139.54,51189670.0
20240621,NVDA,엔비디아,NAS,127.12,130.63,124.3,126.57,655484664.0
20240621,QQQ,나스닥100,NAS,481.19,482.535,478.67,480.18,39432913.0
20240621,SMH,반도체ETF2,NAS,265.57,268.93,262.015,264.89,11809908.0
20240621,SOXX,반도체ETF,NAS,250.14,252.69,246.94,249.78,3196187.0
20240621,TSM,TSMC ADR,NYS,172.71,177.48,172.21,173.96,20271302.0
20240624,AVGO,브로드컴,NAS,1642.05,1661.0,1590.66,1592.21,5857538.0
20240624,MU,마이크론,NAS,142.44,142.83,137.89,139.01,32410058.0
20240624,NVDA,엔비디아,NAS,123.24,124.46,118.04,118.11,476060866.0
20240624,QQQ,나스닥100,NAS,478.18,479.93,473.82,473.96,37750969.0
20240624,SMH,반도체ETF2,NAS,261.5,263.085,255.73,255.78,10154101.0
20240624,SOXX,반도체ETF,NAS,247.53,249.04,242.52,242.65,3958339.0
20240624,TSM,TSMC ADR,NYS,170.43,171.42,167.121,167.81,19741664.0
20240625,AVGO,브로드컴,NAS,1600.13,1606.04,1564.0,1580.79,5681045.0
20240625,MU,마이크론,NAS,140.07,141.13,137.75,141.12,32370046.0
20240625,NVDA,엔비디아,NAS,121.2,126.5,119.32,126.09,425787456.0
20240625,QQQ,나스닥100,NAS,476.07,479.68,475.12,479.38,29250209.0
20240625,SMH,반도체ETF2,NAS,258.52,261.91,255.81,261.77,6743540.0
20240625,SOXX,반도체ETF,NAS,244.6,246.52,241.7854,246.38,2600572.0
20240625,TSM,TSMC ADR,NYS,169.95,172.64,169.01,172.6,13480972.0
20240626,AVGO,브로드컴,NAS,1597.62,1618.18,1573.59,1592.0,4647875.0
20240626,MU,마이크론,NAS,143.04,144.07,139.54,142.36,55490293.0
20240626,NVDA,엔비디아,NAS,126.13,128.12,122.6,126.4,362975918.0
20240626,QQQ,나스닥100,NAS,478.55,480.92,478.13,480.37,22737105.0
20240626,SMH,반도체ETF2,NAS,261.61,263.07,257.75,260.91,5950295.0
20240626,SOXX,반도체ETF,NAS,246.21,247.66,242.71,245.42,1933758.0
20240626,TSM,TSMC ADR,NYS,172.12,173.69,170.2,172.07,11901499.0
20240627,AVGO,브로드컴,NAS,1592.0,1605.62,1571.0,1586.66,3164906.0
20240627,MU,마이크론,NAS,135.79,137.39,131.08,132.23,68172714.0
20240627,NVDA,엔비디아,NAS,124.1,126.41,122.92,123.99,252571693.0
20240627,QQQ,나스닥100,NAS,480.12,483.1,479.3,481.61,26222135.0
20240627,SMH,반도체ETF2,NAS,260.4,262.43,257.64,258.86,5738731.0
20240627,SOXX,반도체ETF,NAS,244.94,246.7475,242.7,244.16,2363557.0
20240627,TSM,TSMC ADR,NYS,173.79,175.48,171.15,171.63,10864584.0
20240628,AVGO,브로드컴,NAS,1595.88,1639.23,1586.0,1605.53,6937663.0
20240628,MU,마이크론,NAS,132.82,135.42,130.75,131.53,38140587.0
20240628,NVDA,엔비디아,NAS,124.58,127.71,122.75,123.54,315516740.0
20240628,QQQ,나스닥100,NAS,482.41,487.2,478.46,479.11,34881581.0
20240628,SMH,반도체ETF2,NAS,260.475,266.4,258.98,260.7,7743251.0
20240628,SOXX,반도체ETF,NAS,245.85,251.46,244.67,246.63,3851382.0
20240628,TSM,TSMC ADR,NYS,172.81,176.8199,172.81,173.81,11216068.0
20240701,AVGO,브로드컴,NAS,1608.2,1648.75,1593.5,1640.8,4762344.0
20240701,MU,마이크론,NAS,130.5,132.0834,127.2689,131.52,24748994.0
20240701,NVDA,엔비디아,NAS,123.47,124.84,118.83,124.3,284885534.0
20240701,QQQ,나스닥100,NAS,480.04,482.49,476.255,481.92,24898336.0
20240701,SMH,반도체ETF2,NAS,261.0,261.349,255.662,261.01,6185982.0
20240701,SOXX,반도체ETF,NAS,246.49,246.91,241.97,246.62,2330411.0
20240701,TSM,TSMC ADR,NYS,174.24,175.3,170.45,172.33,10716975.0
20240702,AVGO,브로드컴,NAS,1640.8,1659.1999,1622.0,1657.48,3253884.0
20240702,MU,마이크론,NAS,129.91,132.71,129.42,132.59,20776035.0
20240702,NVDA,엔비디아,NAS,121.13,123.41,121.03,122.67,218373969.0
20240702,QQQ,나스닥100,NAS,480.41,487.04,480.28,486.98,26723559.0
20240702,SMH,반도체ETF2,NAS,258.99,263.66,258.71,263.63,4117110.0
20240702,SOXX,반도체ETF,NAS,245.2,250.17,245.0,250.09,1617362.0
20240702,TSM,TSMC ADR,NYS,171.13,176.71,171.03,175.7,10655486.0
20240703,AVGO,브로드컴,NAS,1670.0,1729.22,1664.46,1729.22,3995382.0
20240703,MU,마이크론,NAS,132.66,136.82,132.43,136.82,14507146.0
20240703,NVDA,엔비디아,NAS,121.66,128.28,121.36,128.28,215748955.0
20240703,QQQ,나스닥100,NAS,486.22,491.17,486.22,491.04,18064880.0
20240703,SMH,반도체ETF2,NAS,264.09,270.4,263.28,269.62,4633045.0
20240703,SOXX,반도체ETF,NAS,250.72,255.58,249.38,254.26,1392246.0
20240703,TSM,TSMC ADR,NYS,177.99,182.49,177.88,182.49,11808737.0
20240705,AVGO,브로드컴,NAS,1755.56,1765.47,1696.0001,1703.31,4524048.0
20240705,MU,마이크론,NAS,136.82,137.13,130.91,131.6,30104619.0
20240705,NVDA,엔비디아,NAS,127.38,128.85,125.68,125.83,214176689.0
20240705,QQQ,나스닥100,NAS,491.89,496.6,491.59,496.16,28495936.0
20240705,SMH,반도체ETF2,NAS,271.22,272.05,268.05,269.72,6415237.0
20240705,SOXX,반도체ETF,NAS,256.28,256.825,253.28,254.76,1823851.0
20240705,TSM,TSMC ADR,NYS,184.14,185.08,182.3,183.99,11372882.0
20240708,AVGO,브로드컴,NAS,1705.0,1756.8999,1705.0,1745.86,3639846.0
20240708,MU,마이크론,NAS,131.295,133.27,130.09,130.69,20500745.0
20240708,NVDA,엔비디아,NAS,127.49,130.77,127.04,128.2,237677322.0
20240708,QQQ,나스닥100,NAS,496.53,497.895,495.5,497.34,22109420.0
20240708,SMH,반도체ETF2,NAS,272.84,275.7047,272.55,274.21,5832663.0
20240708,SOXX,반도체ETF,NAS,256.71,259.9,256.69,259.59,2295490.0
20240708,TSM,TSMC ADR,NYS,190.0,192.8,185.13,186.63,22582402.0
20240709,AVGO,브로드컴,NAS,1756.56,1770.98,1705.56,1733.31,3791621.0
20240709,MU,마이크론,NAS,131.75,135.21,130.88,131.14,21903375.0
20240709,NVDA,엔비디아,NAS,130.35,133.82,128.65,131.38,287020820.0
20240709,QQQ,나스닥100,NAS,498.87,500.0,496.24,497.77,25701253.0
20240709,SMH,반도체ETF2,NAS,276.29,277.61,272.16,274.81,5915764.0
20240709,SOXX,반도체ETF,NAS,260.75,262.08,257.13,259.47,2376280.0
20240709,TSM,TSMC ADR,NYS,188.09,188.44,182.5,184.52,19972038.0
20240710,AVGO,브로드컴,NAS,1746.0,1766.4899,1726.3628,1744.69,4107420.0
20240710,MU,마이크론,NAS,133.105,136.5,132.7,136.39,22460199.0
20240710,NVDA,엔비디아,NAS,134.03,135.1,132.42,134.91,248978569.0
20240710,QQQ,나스닥100,NAS,499.71,503.52,498.39,502.96,28046901.0
20240710,SMH,반도체ETF2,NAS,278.13,281.73,276.29,281.27,6180973.0
20240710,SOXX,반도체ETF,NAS,261.874,265.9998,260.58,265.49,3075771.0
20240710,TSM,TSMC ADR,NYS,188.28,191.42,186.7,191.05,19293520.0
20240711,AVGO,브로드컴,NAS,1764.66,1764.87,1668.5,1705.95,5111168.0
20240711,MU,마이크론,NAS,136.36,136.43,130.07,130.23,25401541.0
20240711,NVDA,엔비디아,NAS,135.75,136.15,127.05,127.4,374782738.0
20240711,QQQ,나스닥100,NAS,503.07,503.28,490.725,491.93,49966590.0
20240711,SMH,반도체ETF2,NAS,283.0,283.07,269.9999,271.02,12287006.0
20240711,SOXX,반도체ETF,NAS,267.15,267.24,255.97,256.76,4695206.0
20240711,TSM,TSMC ADR,NYS,193.09,193.47,183.01,184.5,21584170.0
20240712,AVGO,브로드컴,NAS,1711.03,1725.91,1691.31,1700.67,3045300.0
20240712,MU,마이크론,NAS,131.75,134.43,130.72,133.55,20726899.0
20240712,NVDA,엔비디아,NAS,128.26,131.92,127.22,129.24,252680535.0
20240712,QQQ,나스닥100,NAS,492.51,499.62,492.04,494.82,37109399.0
20240712,SMH,반도체ETF2,NAS,271.8,278.94,271.06,274.45,8392846.0
20240712,SOXX,반도체ETF,NAS,257.84,264.42,256.56,259.89,2929608.0
20240712,TSM,TSMC ADR,NYS,183.07,190.38,182.75,187.35,19220331.0
20240715,AVGO,브로드컴,NAS,170.0,173.5099,169.26,171.42,22999201.0
20240715,MU,마이크론,NAS,133.91,135.35,130.03,130.87,20416018.0
20240715,NVDA,엔비디아,NAS,130.56,131.39,127.18,128.44,208326164.0
20240715,QQQ,나스닥100,NAS,496.61,501.01,494.09,496.15,31151386.0
20240715,SMH,반도체ETF2,NAS,276.41,277.4689,272.02,273.83,7814828.0
20240715,SOXX,반도체ETF,NAS,261.35,263.63,258.59,260.18,3202168.0
20240715,TSM,TSMC ADR,NYS,188.68,190.06,184.08,185.22,15683114.0
20240716,AVGO,브로드컴,NAS,172.4,172.81,166.4,169.375,22244943.0
20240716,MU,마이크론,NAS,130.42,130.97,127.24,127.49,21312635.0
20240716,NVDA,엔비디아,NAS,128.44,129.04,124.58,126.36,214769515.0
20240716,QQQ,나스닥100,NAS,497.62,498.44,493.15,496.34,25950622.0
20240716,SMH,반도체ETF2,NAS,275.31,275.63,270.5407,273.71,5638589.0
20240716,SOXX,반도체ETF,NAS,261.53,262.14,257.59,261.79,2595071.0
20240716,TSM,TSMC ADR,NYS,188.27,189.59,185.02,186.04,16663311.0
20240717,AVGO,브로드컴,NAS,162.31,162.84,155.61,155.98,43343355.0
20240717,MU,마이크론,NAS,122.58,123.03,119.23,119.5,31414074.0
20240717,NVDA,엔비디아,NAS,121.35,121.85,116.72,117.99,390086189.0
20240717,QQQ,나스닥100,NAS,488.28,488.7984,481.7,481.77,56268768.0
20240717,SMH,반도체ETF2,NAS,263.79,264.0,253.85,254.22,15181903.0
20240717,SOXX,반도체ETF,NAS,252.745,253.66,242.78,243.17,9101641.0
20240717,TSM,TSMC ADR,NYS,175.215,176.58,170.51,171.2,45052592.0
20240718,AVGO,브로드컴,NAS,158.89,161.51,153.9,160.52,37973498.0
20240718,MU,마이크론,NAS,120.5,121.64,114.09,117.45,30404911.0
20240718,NVDA,엔비디아,NAS,121.85,122.4,116.56,121.09,320979530.0
20240718,QQQ,나스닥100,NAS,485.53,485.71,476.27,479.49,49347361.0
20240718,SMH,반도체ETF2,NAS,259.13,260.0,250.01,255.54,12807627.0
20240718,SOXX,반도체ETF,NAS,247.41,247.52,239.65,243.9,5273993.0
20240718,TSM,TSMC ADR,NYS,175.5,178.69,164.51,171.87,52903620.0
20240719,AVGO,브로드컴,NAS,161.84,163.95,157.12,157.35,26309545.0
20240719,MU,마이크론,NAS,116.69,117.2124,113.85,114.26,18038924.0
20240719,NVDA,엔비디아,NAS,120.35,121.6,117.37,117.93,217223800.0
20240719,QQQ,나스닥100,NAS,479.15,481.69,473.94,475.24,42042856.0
20240719,SMH,반도체ETF2,NAS,254.86,255.21,247.79,248.14,8589500.0
20240719,SOXX,반도체ETF,NAS,243.56,243.7,236.04,236.44,4983515.0
20240719,TSM,TSMC ADR,NYS,169.17,170.52,165.22,165.77,22585296.0
20240722,AVGO,브로드컴,NAS,160.23,162.99,157.9,161.06,28813334.0
20240722,MU,마이크론,NAS,115.36,115.58,113.64,115.28,23837761.0
20240722,NVDA,엔비디아,NAS,120.35,124.07,119.86,123.54,258068943.0
20240722,QQQ,나스닥100,NAS,481.16,483.35,477.7068,482.32,40299999.0
20240722,SMH,반도체ETF2,NAS,253.0,257.9,251.61,257.72,10757923.0
20240722,SOXX,반도체ETF,NAS,241.52,246.4392,239.5,246.24,4941710.0
20240722,TSM,TSMC ADR,NYS,166.61,170.88,166.18,169.35,21037199.0
20240723,AVGO,브로드컴,NAS,160.395,165.33,159.9,163.77,21570177.0
20240723,MU,마이크론,NAS,115.13,116.335,113.83,114.25,14707710.0
20240723,NVDA,엔비디아,NAS,122.78,124.69,122.1,122.59,173910983.0
20240723,QQQ,나스닥100,NAS,481.41,484.43,480.14,480.62,23282454.0
20240723,SMH,반도체ETF2,NAS,254.98,257.37,254.335,254.86,5869857.0
20240723,SOXX,반도체ETF,NAS,242.89,245.08,241.84,242.57,2418663.0
20240723,TSM,TSMC ADR,NYS,169.42,171.54,167.9666,169.82,11690667.0
20240724,AVGO,브로드컴,NAS,160.355,161.405,151.1,151.34,37162620.0
20240724,MU,마이크론,NAS,111.47,114.04,110.0,110.28,25261038.0
20240724,NVDA,엔비디아,NAS,119.17,119.95,113.44,114.25,327776884.0
20240724,QQQ,나스닥100,NAS,473.82,474.19,462.51,463.38,58818629.0
20240724,SMH,반도체ETF2,NAS,250.59,251.32,240.34,240.98,11295018.0
20240724,SOXX,반도체ETF,NAS,239.26,239.89,229.35,229.67,5738900.0
