# 코스피 지수 일별 OHLC · 소스 FinanceDataReader · KS11 · 2026-09-05
일자,시가,고가,저가,종가,거래량
20210405,3121.23,3127.2,3101.86,3120.83,1084791620.0
20210406,3123.8,3139.29,3110.19,3127.08,1279017405.0
20210407,3129.07,3146.19,3125.33,3137.41,1984773884.0
20210408,3137.25,3145.81,3122.09,3143.26,1357293283.0
20210409,3146.51,3156.04,3125.24,3131.88,1823162245.0
20210412,3134.88,3147.27,3127.91,3135.59,1048782935.0
20210413,3138.21,3173.26,3136.99,3169.08,1741348018.0
20210414,3169.95,3188.32,3162.12,3182.38,1776265333.0
20210415,3180.73,3204.48,3178.99,3194.33,1312991973.0
20210416,3194.08,3206.76,3185.67,3198.62,985278196.0
20210419,3201.11,3214.45,3193.4,3198.84,1060619231.0
20210420,3198.31,3220.82,3195.96,3220.7,1296160097.0
20210421,3214.24,3214.24,3165.49,3171.66,1767090522.0
20210422,3174.52,3196.97,3174.52,3177.52,1752691683.0
20210423,3173.47,3188.7,3146.54,3186.1,2253793002.0
20210426,3191.34,3217.53,3191.34,3217.53,1298330413.0
20210427,3218.3,3223.05,3203.25,3215.42,1534230437.0
20210428,3217.21,3219.69,3176.55,3181.47,1412620981.0
20210429,3184.75,3200.41,3161.06,3174.07,1222430217.0
20210430,3176.43,3179.43,3143.38,3147.86,1359455178.0
20210503,3149.05,3174.26,3120.7,3127.2,1041199113.0
20210504,3131.39,3147.38,3109.78,3147.37,1283829879.0
20210506,3147.72,3178.74,3133.64,3178.74,1239403331.0
20210507,3179.63,3205.11,3179.63,3197.2,989680146.0
20210510,3201.46,3255.9,3201.46,3249.3,1011267140.0
20210511,3239.92,3239.92,3192.25,3209.43,1096717744.0
20210512,3209.36,3212.83,3138.04,3161.66,1424059107.0
20210513,3146.97,3161.93,3103.88,3122.11,1095948091.0
20210514,3131.35,3162.31,3131.35,3153.32,836404050.0
20210517,3163.21,3173.01,3121.32,3134.52,771305645.0
20210518,3135.38,3176.4,3135.38,3173.05,786143415.0
20210520,3174.53,3174.53,3140.48,3162.28,774252245.0
20210521,3171.91,3198.01,3149.46,3156.42,797262205.0
20210524,3155.91,3163.27,3137.81,3144.3,587968268.0
20210525,3152.93,3173.1,3148.3,3171.32,612976970.0
20210526,3171.91,3183.97,3160.3,3168.43,1269999045.0
20210527,3170.84,3173.86,3142.37,3165.51,1082006090.0
20210528,3172.09,3198.66,3171.85,3188.73,966367978.0
20210531,3192.06,3204.29,3179.87,3203.92,1123524809.0
20210601,3207.12,3233.17,3199.18,3221.87,1472570767.0
20210602,3224.4,3241.07,3216.1,3224.23,1495671343.0
20210603,3224.96,3258.5,3224.96,3247.43,1584799068.0
20210604,3246.17,3246.19,3218.67,3240.08,1392319539.0
20210607,3244.59,3264.41,3233.4,3252.12,1733348139.0
20210608,3251.83,3264.67,3242.56,3247.83,1951319356.0
20210609,3245.08,3246.49,3216.18,3216.18,1964923269.0
20210610,3216.94,3235.39,3210.31,3224.64,1896766322.0
20210611,3226.98,3251.58,3226.98,3249.32,1645508762.0
20210614,3249.6,3254.49,3238.51,3252.13,1664527170.0
20210615,3253.17,3262.8,3247.9,3258.63,1734497293.0
20210616,3259.06,3281.96,3256.68,3278.68,2345810978.0
20210617,3276.2,3276.2,3251.32,3264.96,1848671013.0
20210618,3265.68,3275.76,3262.58,3267.93,1627658120.0
20210621,3264.18,3264.18,3225.56,3240.79,1508634470.0
20210622,3245.79,3267.63,3245.79,3263.88,1666696733.0
20210623,3265.73,3281.88,3263.07,3276.19,1069174741.0
20210624,3281.47,3292.27,3277.85,3286.1,1301271218.0
20210625,3289.18,3316.08,3289.18,3302.84,1198187970.0
20210628,3305.46,3311.69,3291.3,3301.89,1428764468.0
20210629,3305.26,3305.42,3276.63,3286.68,1213046625.0
20210630,3288.63,3305.73,3288.63,3296.68,1610375510.0
20210701,3297.92,3300.12,3278.1,3282.06,1159231481.0
20210702,3282.81,3295.68,3278.19,3281.78,1019998165.0
20210705,3285.29,3298.93,3285.29,3293.21,850406170.0
20210706,3295.44,3313.51,3295.44,3305.21,1029465279.0
20210707,3303.59,3303.59,3277.66,3285.34,1147641017.0
20210708,3287.68,3295.71,3252.41,3252.68,1516034403.0
20210709,3245.52,3245.52,3188.8,3217.95,1308364633.0
20210712,3227.51,3251.45,3227.51,3246.47,1135042856.0
20210713,3253.24,3273.9,3253.24,3271.38,1150101046.0
20210714,3270.09,3270.09,3250.45,3264.81,908953938.0
20210715,3269.33,3286.58,3263.09,3286.22,1172430582.0
20210716,3282.89,3282.89,3259.32,3276.91,1066507087.0
20210719,3258.87,3258.87,3236.39,3244.04,1095559262.0
20210720,3223.24,3234.8,3214.42,3232.7,979670175.0
20210721,3251.13,3252.25,3215.91,3215.91,990326915.0
20210722,3235.17,3253.75,3235.17,3250.21,712983404.0
20210723,3253.44,3264.01,3246.09,3254.42,805048259.0
20210726,3265.99,3265.99,3224.95,3224.95,826066626.0
20210727,3244.43,3252.85,3230.75,3232.53,991938990.0
20210728,3226.06,3243.21,3210.9,3236.86,868602620.0
20210729,3248.49,3252.26,3232.5,3242.65,694823189.0
20210730,3234.37,3234.66,3202.32,3202.32,687861015.0
20210802,3218.42,3223.04,3194.0,3223.04,561003439.0
20210803,3221.57,3237.14,3213.2,3237.14,653512911.0
20210804,3246.65,3283.14,3237.55,3280.38,632241743.0
20210805,3283.25,3296.17,3273.33,3276.13,680941049.0
20210806,3277.06,3288.17,3261.93,3270.36,941361338.0
20210809,3258.1,3275.15,3251.74,3260.42,707654201.0
20210810,3272.44,3272.44,3232.46,3243.19,730349269.0
20210811,3235.36,3250.21,3217.65,3220.62,618092869.0
20210812,3213.58,3229.59,3202.11,3208.38,643282554.0
20210813,3205.75,3209.72,3146.76,3171.29,696468122.0
20210817,3169.74,3179.49,3134.48,3143.09,690842314.0
20210818,3141.98,3175.88,3124.56,3158.93,622791632.0
20210819,3140.01,3158.0,3097.83,3097.83,655629079.0
20210820,3111.1,3122.09,3049.03,3060.51,672088491.0
20210823,3086.81,3111.81,3064.65,3090.21,570979933.0
20210824,3119.7,3142.58,3115.23,3138.3,586535144.0
20210825,3148.13,3161.0,3124.25,3146.81,624688408.0
20210826,3151.3,3159.37,3121.04,3128.53,727719083.0
20210827,3116.29,3143.01,3106.97,3133.9,520668771.0
20210830,3160.87,3164.87,3132.77,3144.19,602858388.0
20210831,3144.49,3199.89,3130.3,3199.27,661221167.0
20210901,3195.67,3215.13,3185.8,3207.02,746705227.0
20210902,3198.03,3204.01,3171.78,3175.85,757859615.0
20210903,3189.71,3203.08,3181.64,3201.06,641510055.0
20210906,3196.3,3206.25,3186.79,3203.33,726190124.0
20210907,3200.07,3201.76,3176.81,3187.42,760159709.0
20210908,3178.74,3187.55,3157.07,3162.99,859889326.0
20210909,3146.64,3158.6,3111.49,3114.7,927368577.0
20210910,3121.09,3131.54,3103.38,3125.76,723085303.0
20210913,3117.35,3139.13,3109.01,3127.86,732269520.0
20210914,3137.32,3164.31,3137.32,3148.83,713227276.0
20210915,3147.21,3164.01,3138.8,3153.4,616557070.0
20210916,3165.38,3167.68,3126.65,3130.09,612873472.0
20210917,3127.75,3142.13,3112.51,3140.51,589244026.0
20210923,3123.64,3131.63,3107.98,3127.58,623841308.0
20210924,3140.73,3146.86,3119.4,3125.24,753222478.0
20210927,3121.7,3146.35,3119.26,3133.64,883229339.0
20210928,3133.4,3134.46,3095.72,3097.92,894913170.0
20210929,3055.5,3069.04,3030.6,3060.27,821557926.0
20210930,3054.87,3079.43,3046.43,3068.82,885818713.0
20211001,3056.21,3062.6,3015.01,3019.18,855481955.0
20211005,2998.17,2998.17,2940.59,2962.17,840557005.0
20211006,2986.06,2993.47,2908.3,2908.31,901721943.0
20211007,2936.87,2961.53,2927.6,2959.46,595381702.0
20211008,2977.82,2978.08,2949.01,2956.3,668946781.0
20211012,2950.22,2950.94,2901.51,2916.38,660180934.0
20211013,2913.34,2953.33,2909.47,2944.41,752132429.0
20211014,2968.87,2988.97,2962.33,2988.64,617170079.0
20211015,3012.62,3021.9,2999.33,3015.06,857797842.0
20211018,3017.48,3021.17,2990.44,3006.68,926369474.0
20211019,3022.23,3034.53,3014.19,3029.04,845703531.0
20211020,3043.13,3047.24,3012.97,3013.13,680326898.0
20211021,3012.28,3025.88,3002.74,3007.33,887369794.0
20211022,3005.36,3018.7,2996.26,3006.16,695272936.0
20211025,3001.1,3025.27,2983.29,3020.54,791795966.0
20211026,3039.82,3051.65,3030.53,3049.08,564559805.0
20211027,3045.83,3049.02,3019.0,3025.49,607875370.0
20211028,3023.17,3034.42,3009.55,3009.55,617256798.0
20211029,3025.67,3030.17,2965.4,2970.68,545833755.0
20211101,2984.18,2991.81,2976.87,2978.94,475382111.0
20211102,2995.58,3034.3,2995.58,3013.49,525853038.0
20211103,3020.36,3020.87,2969.01,2975.71,658648364.0
20211104,3000.92,3011.56,2978.07,2983.22,772023904.0
20211105,3003.53,3003.53,2953.96,2969.27,688027918.0
20211108,2965.36,2968.18,2930.9,2960.2,560205356.0
20211109,2958.15,2987.28,2949.17,2962.46,708773471.0
20211110,2947.46,2958.61,2924.36,2930.17,570931752.0
20211111,2911.41,2925.19,2903.72,2924.92,572859058.0
20211112,2945.95,2973.84,2938.27,2968.8,665733196.0
20211115,2989.68,3003.71,2979.96,2999.52,639395683.0
20211116,2995.68,3011.88,2985.34,2997.21,579646335.0
20211117,3004.02,3004.67,2957.7,2962.42,541489534.0
20211118,2959.26,2964.48,2937.53,2947.38,541652823.0
20211119,2951.06,2974.64,2948.07,2971.02,657093788.0
20211122,2983.38,3018.01,2980.73,3013.25,530959176.0
20211123,3013.16,3016.36,2992.14,2997.33,524233416.0
20211124,3006.34,3017.9,2981.02,2994.29,556640473.0
20211125,2996.74,2996.74,2973.24,2980.27,595969686.0
20211126,2973.04,2985.77,2930.31,2936.44,595597647.0
20211129,2906.15,2930.22,2890.78,2909.32,844400434.0
20211130,2932.71,2942.93,2822.73,2839.01,983556318.0
20211201,2860.12,2905.74,2837.03,2899.72,563927192.0
20211202,2874.64,2945.27,2874.64,2945.27,534461669.0
20211203,2935.93,2975.44,2927.55,2968.33,486749001.0
20211206,2954.82,2983.5,2932.49,2973.25,479907913.0
20211207,2973.84,2992.31,2960.9,2991.72,541370062.0
20211208,3017.93,3036.13,2995.34,3001.8,488246121.0
20211209,3007.0,3029.57,3001.55,3029.57,513445799.0
20211210,3008.7,3017.64,2998.29,3010.23,451599491.0
20211213,3019.67,3043.83,3000.51,3001.66,375828375.0
20211214,2983.95,3001.7,2976.16,2987.95,581569904.0
20211215,2979.83,2992.3,2973.0,2989.39,432874423.0
20211216,3013.26,3018.2,2989.63,3006.41,402825154.0
20211217,2985.2,3017.73,2984.19,3017.73,451824159.0
20211220,3001.33,3001.33,2962.07,2963.0,377584565.0
20211221,2981.67,2984.56,2955.9,2975.03,410979633.0
20211222,2993.5,3000.79,2976.65,2984.48,461755372.0
20211223,2998.02,3000.7,2980.91,2998.17,483838948.0
20211224,3009.48,3025.77,3009.48,3012.43,537548258.0
20211227,3013.94,3017.31,2999.3,2999.55,475363053.0
20211228,3006.77,3020.29,2991.55,3020.24,607046190.0
20211229,3002.9,3007.72,2988.67,2993.29,545831859.0
20211230,2999.75,3005.36,2975.74,2977.65,461038202.0
20220103,2998.32,3010.77,2979.42,2988.77,435825854.0
20220104,2991.97,2995.25,2973.08,2989.24,621549385.0
20220105,2984.05,2986.2,2936.73,2953.97,787346121.0
20220106,2925.4,2952.54,2915.38,2920.53,786045066.0
20220107,2933.78,2959.03,2933.1,2954.89,546172478.0
20220110,2947.37,2951.12,2910.9,2926.72,477399917.0
20220111,2930.93,2943.57,2909.82,2927.38,566171897.0
20220112,2950.78,2972.58,2950.31,2972.48,519500914.0
20220113,2979.91,2982.14,2958.39,2962.09,604870641.0
20220114,2937.61,2944.97,2914.73,2921.92,532668250.0
20220117,2918.55,2919.67,2875.98,2890.1,593260741.0
20220118,2898.98,2902.79,2857.26,2864.24,554040958.0
20220119,2840.34,2871.79,2832.18,2842.28,463829499.0
20220120,2842.28,2862.7,2830.97,2862.68,395669124.0
20220121,2837.49,2847.95,2817.11,2834.29,532753367.0
20220124,2823.76,2828.11,2780.68,2792.0,473993186.0
20220125,2786.41,2789.62,2703.99,2720.39,639958796.0
20220126,2729.75,2744.14,2708.1,2709.24,472650641.0
20220127,2709.24,2722.86,2614.49,2614.49,487726708.0
20220128,2617.87,2668.59,2591.53,2663.34,434186972.0
20220203,2706.34,2735.34,2702.78,2707.82,435709933.0
20220204,2714.83,2751.8,2712.87,2750.26,536148768.0
20220207,2750.7,2750.7,2718.94,2745.06,417838468.0
20220208,2767.76,2779.85,2726.72,2746.47,560534109.0
20220209,2772.63,2773.38,2753.51,2768.85,539123929.0
20220210,2787.44,2788.27,2761.76,2771.93,509611246.0
20220211,2739.14,2766.7,2735.08,2747.71,480520356.0
20220214,2715.1,2724.72,2688.24,2704.48,616343422.0
20220215,2712.45,2716.45,2665.47,2676.54,589039193.0
20220216,2719.61,2730.43,2711.34,2729.68,422366402.0
20220217,2735.11,2770.66,2711.99,2744.09,611421577.0
20220218,2714.52,2747.08,2711.88,2744.52,513521173.0
20220221,2706.65,2746.62,2694.9,2743.8,495301161.0
20220222,2705.08,2721.84,2690.09,2706.79,648400532.0
20220223,2727.43,2729.56,2705.31,2719.53,537841009.0
20220224,2689.28,2694.55,2642.63,2648.8,926399613.0
20220225,2678.47,2694.81,2665.96,2676.76,664347310.0
20220228,2663.0,2699.18,2658.25,2699.18,613470298.0
20220302,2698.31,2716.46,2692.24,2703.52,527950387.0
20220303,2729.86,2748.21,2726.35,2747.08,614514855.0
20220304,2736.58,2736.58,2702.34,2713.43,765675798.0
20220307,2680.17,2680.17,2644.1,2651.31,571562292.0
20220308,2617.33,2647.18,2605.81,2622.4,540370226.0
20220310,2660.86,2682.79,2660.86,2680.32,613810463.0
20220311,2665.95,2672.62,2647.28,2661.28,797034211.0
20220314,2654.93,2661.76,2633.31,2645.65,636324491.0
20220315,2630.31,2641.97,2615.08,2621.53,604181621.0
20220316,2649.85,2659.9,2630.03,2659.23,736353564.0
20220317,2703.27,2714.0,2694.51,2694.51,546079006.0
20220318,2695.64,2708.16,2688.71,2707.02,644017432.0
20220321,2717.81,2717.81,2683.69,2686.05,502401733.0
20220322,2686.68,2712.14,2686.58,2710.0,489441786.0
20220323,2727.12,2742.27,2720.83,2735.05,883375917.0
20220324,2716.25,2729.66,2705.14,2729.66,960897734.0
20220325,2740.83,2740.95,2722.36,2729.98,602771056.0
20220328,2721.22,2737.46,2707.74,2729.56,768042550.0
20220329,2745.62,2754.18,2733.22,2741.07,732159279.0
20220330,2758.31,2760.6,2740.02,2746.74,840134353.0
20220331,2743.24,2765.2,2743.2,2757.65,1030288741.0
20220401,2745.85,2745.85,2729.68,2739.85,1305564027.0
20220404,2729.86,2758.38,2722.45,2757.9,1022970584.0
20220405,2765.5,2769.18,2750.5,2759.2,1605993694.0
20220406,2739.07,2747.85,2730.66,2735.03,1321644983.0
20220407,2714.7,2718.5,2693.36,2695.86,999275955.0
20220408,2706.64,2712.0,2685.52,2700.39,948355122.0
20220411,2687.54,2711.02,2683.96,2693.1,742601512.0
20220412,2674.17,2685.08,2658.4,2666.76,870969540.0
20220413,2677.53,2717.63,2672.6,2716.49,733240925.0
20220414,2719.34,2720.3,2702.61,2716.71,665351048.0
20220415,2695.52,2705.41,2685.01,2696.06,693717683.0
20220418,2685.04,2701.11,2681.37,2693.21,1024914928.0
20220419,2707.76,2723.98,2705.32,2718.89,1257385350.0
20220420,2718.49,2724.46,2702.84,2718.69,1736282680.0
20220421,2725.71,2737.54,2725.04,2728.21,1002973383.0
20220422,2704.72,2708.58,2690.48,2704.71,1239909929.0
20220425,2676.67,2680.35,2657.04,2657.13,1018005341.0
20220426,2674.0,2678.05,2663.83,2668.31,889941868.0
20220427,2630.58,2641.82,2615.5,2639.06,1072367495.0
20220428,2656.54,2667.49,2638.37,2667.49,899168711.0
20220429,2669.18,2696.1,2664.06,2695.05,975253172.0
20220502,2669.21,2689.91,2667.85,2687.45,873722720.0
20220503,2690.16,2702.1,2680.46,2680.46,883402977.0
20220504,2690.45,2696.03,2667.23,2677.57,1181019910.0
20220506,2650.89,2652.51,2635.97,2644.51,1333935834.0
20220509,2634.32,2642.75,2606.08,2610.81,892652722.0
20220510,2590.13,2602.75,2553.01,2596.56,841463317.0
20220511,2586.52,2599.11,2579.09,2592.27,679509759.0
20220512,2569.5,2591.57,2546.8,2550.08,900330795.0
20220513,2570.01,2605.84,2565.96,2604.24,788539195.0
20220516,2624.69,2629.2,2593.61,2596.58,780198956.0
20220517,2603.58,2621.84,2603.58,2620.44,873519449.0
20220518,2634.75,2644.13,2618.0,2625.98,870268210.0
20220519,2576.24,2597.79,2568.54,2592.34,677595162.0
20220520,2605.78,2641.68,2605.38,2639.29,755652901.0
20220523,2651.63,2653.87,2634.29,2647.38,644204838.0
20220524,2638.94,2646.99,2605.87,2605.87,851235794.0
20220525,2621.75,2630.17,2602.94,2617.22,712611488.0
20220526,2616.99,2641.91,2602.01,2612.45,595849280.0
20220527,2640.75,2644.71,2631.49,2638.05,590813776.0
20220530,2662.31,2672.74,2654.18,2669.66,469797632.0
20220531,2666.88,2685.9,2654.32,2685.9,671679086.0
20220602,2670.74,2674.0,2653.59,2658.99,525259148.0
20220603,2679.57,2681.51,2663.0,2670.65,562469813.0
20220607,2659.27,2662.04,2622.78,2626.34,524710380.0
20220608,2633.53,2639.52,2621.96,2626.15,576389702.0
20220609,2618.92,2627.88,2606.61,2625.44,814882844.0
20220610,2596.37,2602.8,2583.74,2595.87,724089803.0
20220613,2550.21,2550.32,2504.51,2504.51,660309279.0
20220614,2472.96,2503.17,2457.39,2492.97,671756827.0
20220615,2490.01,2495.54,2436.04,2447.38,714143493.0
20220616,2481.66,2500.36,2447.33,2451.41,584041265.0
20220617,2409.72,2441.34,2396.47,2440.93,634896746.0
20220620,2449.89,2449.89,2372.35,2391.03,592701890.0
20220621,2402.99,2423.48,2385.6,2408.93,479678348.0
20220622,2417.11,2418.05,2342.81,2342.81,532138957.0
20220623,2347.84,2361.23,2306.48,2314.32,749660688.0
20220624,2327.11,2373.48,2319.99,2366.6,654445552.0
20220627,2383.2,2418.94,2365.86,2401.92,510587331.0
20220628,2405.2,2422.1,2393.96,2422.09,564985557.0
20220629,2387.1,2393.25,2375.45,2377.99,422127378.0
20220630,2368.57,2368.57,2332.59,2332.64,515396401.0
20220701,2342.92,2354.97,2291.49,2305.42,530345985.0
20220704,2310.73,2318.31,2276.63,2300.34,467959552.0
20220705,2322.11,2344.08,2309.62,2341.78,323904543.0
20220706,2330.11,2332.14,2290.33,2292.01,410732087.0
20220707,2308.97,2344.14,2307.9,2334.27,340172962.0
20220708,2352.49,2367.84,2348.74,2350.61,411424871.0
20220711,2357.43,2363.26,2337.82,2340.27,377108087.0
20220712,2330.88,2333.02,2303.74,2317.76,379308230.0
20220713,2324.45,2341.19,2312.49,2328.61,308806098.0
20220714,2316.41,2338.29,2307.69,2322.32,349137973.0
20220715,2335.12,2337.3,2293.45,2330.98,319675148.0
20220718,2350.48,2376.5,2344.12,2375.25,324357054.0
20220719,2367.52,2372.74,2359.59,2370.97,339377650.0
20220720,2406.29,2410.06,2382.65,2386.85,333329038.0
20220721,2387.91,2411.96,2387.91,2409.16,295624147.0
20220722,2405.37,2417.91,2391.48,2393.14,381596729.0
20220725,2385.65,2412.47,2385.65,2403.69,323090645.0
20220726,2397.27,2415.39,2395.17,2412.96,415671406.0
20220727,2412.52,2415.53,2396.19,2415.53,333587637.0
20220728,2437.57,2443.43,2429.07,2435.27,491073262.0
20220729,2453.53,2463.05,2442.01,2451.5,499369222.0
20220801,2444.05,2461.4,2437.13,2452.25,487160292.0
20220802,2451.0,2451.07,2428.76,2439.62,549923571.0
20220803,2438.56,2461.45,2433.12,2461.45,475302377.0
20220804,2478.44,2478.95,2465.32,2473.11,399964621.0
20220805,2481.43,2497.58,2480.05,2490.8,409776228.0
20220808,2481.17,2494.0,2477.76,2493.1,418234294.0
20220809,2493.57,2506.49,2481.36,2503.46,454363895.0
20220810,2493.7,2494.15,2478.21,2480.88,479467472.0
20220811,2507.74,2523.78,2506.41,2523.78,505245846.0
20220812,2519.66,2533.2,2514.31,2527.94,445546613.0
20220816,2543.05,2546.35,2532.2,2533.52,398335301.0
20220817,2536.57,2543.15,2512.01,2516.47,418052960.0
20220818,2499.3,2515.37,2488.09,2508.05,381627621.0
20220819,2510.72,2510.72,2492.69,2492.69,459834963.0
20220822,2467.38,2475.77,2457.08,2462.5,422552201.0
20220823,2449.31,2454.55,2431.83,2435.34,471166457.0
20220824,2446.18,2454.01,2430.69,2447.45,423502192.0
20220825,2459.79,2477.26,2455.32,2477.26,426229583.0
20220826,2489.14,2497.76,2476.75,2481.03,520091055.0
20220829,2432.06,2432.89,2417.01,2426.89,448746272.0
20220830,2441.21,2453.91,2433.48,2450.93,336555412.0
20220831,2433.47,2473.75,2426.14,2472.05,436246626.0
20220901,2443.0,2443.61,2415.61,2415.61,580021246.0
20220902,2427.7,2432.37,2402.67,2409.41,391598680.0
20220905,2410.07,2424.77,2392.63,2403.68,354737977.0
20220906,2409.72,2422.53,2399.26,2410.02,294224141.0
20220907,2395.66,2398.4,2365.35,2376.46,378200299.0
20220908,2393.27,2394.06,2379.06,2384.28,423620804.0
20220913,2418.59,2453.95,2418.59,2449.54,367102506.0
20220914,2390.47,2418.42,2381.5,2411.42,461507522.0
20220915,2416.01,2421.63,2401.83,2401.83,424110958.0
20220916,2387.56,2395.1,2371.11,2382.78,440798650.0
20220919,2388.73,2389.85,2352.76,2355.66,403937473.0
20220920,2373.64,2382.52,2359.84,2367.85,419340243.0
20220921,2351.54,2360.27,2341.79,2347.21,378165438.0
20220922,2319.7,2335.11,2309.1,2332.31,446820270.0
20220923,2331.33,2334.06,2285.71,2290.0,446460548.0
20220926,2260.8,2260.8,2215.36,2220.94,621995319.0
20220927,2224.39,2227.35,2197.9,2223.86,487939509.0
20220928,2206.15,2223.56,2151.6,2169.29,596136346.0
20220929,2197.75,2210.61,2170.14,2170.93,508500874.0
20220930,2161.11,2177.2,2134.77,2155.49,950269674.0
20221004,2189.51,2212.38,2180.84,2209.38,421003102.0
20221005,2248.85,2253.93,2204.03,2215.22,855790158.0
20221006,2230.43,2250.87,2223.36,2237.86,643015745.0
20221007,2217.84,2245.88,2215.08,2232.84,428682906.0
20221011,2193.02,2193.05,2174.06,2192.07,859508909.0
20221012,2191.35,2205.02,2181.65,2202.47,658347571.0
20221013,2198.29,2198.34,2162.87,2162.87,792452498.0
20221014,2200.66,2220.54,2193.63,2212.55,513523921.0
20221017,2187.17,2221.05,2177.66,2219.71,498780636.0
20221018,2249.15,2251.74,2220.71,2249.95,580891633.0
20221019,2249.35,2266.8,2234.59,2237.44,895161384.0
20221020,2225.53,2231.52,2200.44,2218.09,1108102611.0
20221021,2210.59,2224.04,2204.64,2213.12,637486476.0
20221024,2248.26,2256.67,2229.85,2236.16,444820460.0
20221025,2237.04,2253.24,2230.75,2235.07,456770059.0
20221026,2240.7,2258.11,2234.49,2249.56,563441589.0
20221027,2266.07,2290.56,2262.02,2288.78,587872005.0
20221028,2276.73,2292.65,2266.44,2268.4,427245332.0
20221031,2293.75,2295.51,2273.73,2293.61,401399527.0
20221101,2301.58,2335.57,2297.57,2335.22,597205901.0
20221102,2326.05,2346.32,2323.37,2336.87,450634597.0
20221103,2297.45,2342.86,2296.44,2329.17,550428338.0
20221104,2325.85,2348.43,2316.29,2348.43,436430311.0
20221107,2360.22,2373.28,2354.22,2371.79,392508611.0
20221108,2387.2,2400.39,2375.67,2399.04,500087936.0
20221109,2408.54,2429.65,2403.64,2424.41,680722009.0
20221110,2405.77,2426.1,2401.99,2402.23,899127446.0
20221111,2466.9,2486.46,2463.51,2483.16,758247863.0
20221114,2485.18,2499.43,2470.6,2474.65,731166034.0
20221115,2482.76,2485.2,2463.65,2480.33,617401010.0
20221116,2487.0,2487.0,2446.79,2477.45,657833955.0
20221117,2466.5,2467.39,2442.9,2442.9,914519167.0
20221118,2448.13,2471.87,2442.87,2444.48,589585960.0
20221121,2446.05,2448.14,2409.36,2419.5,544528841.0
20221122,2405.96,2426.4,2401.5,2405.27,539169320.0
20221123,2424.36,2427.28,2407.58,2418.01,474789345.0
20221124,2437.51,2441.33,2428.12,2441.33,481184882.0
20221125,2442.21,2449.66,2433.57,2437.86,438394239.0
20221128,2425.05,2425.65,2401.95,2408.27,350496873.0
20221129,2405.54,2433.87,2401.1,2433.39,550174638.0
20221130,2424.44,2472.53,2421.42,2472.53,594127344.0
20221201,2501.43,2501.43,2474.33,2479.84,491383400.0
20221202,2471.5,2471.5,2434.33,2434.33,468847334.0
20221205,2442.17,2442.22,2413.05,2419.32,385586134.0
20221206,2397.7,2416.88,2390.2,2393.16,368635781.0
20221207,2385.87,2394.88,2377.98,2382.81,332586789.0
20221208,2386.9,2387.95,2357.2,2371.08,351939439.0
20221209,2382.73,2390.08,2367.25,2389.04,315674287.0
20221212,2373.58,2381.87,2368.47,2373.02,499224684.0
20221213,2385.05,2388.27,2364.87,2372.4,447565388.0
20221214,2380.81,2400.18,2379.44,2399.25,409799402.0
20221215,2383.83,2392.11,2360.95,2360.97,375386441.0
20221216,2329.75,2360.44,2326.83,2360.02,414172006.0
20221219,2350.78,2358.76,2342.28,2352.17,323987461.0
20221220,2344.73,2353.86,2324.66,2333.29,358771039.0
20221221,2346.39,2347.0,2325.78,2328.95,329724466.0
20221222,2340.0,2356.73,2335.75,2356.73,553052921.0
20221223,2325.86,2333.08,2311.9,2313.69,366988585.0
20221226,2312.54,2321.92,2304.2,2317.14,427844636.0
20221227,2327.52,2335.99,2321.48,2332.79,448498792.0
20221228,2296.45,2296.45,2276.9,2280.45,405893520.0
20221229,2265.73,2272.67,2236.38,2236.4,361194425.0
20230102,2249.95,2259.88,2222.37,2225.67,346344799.0
20230103,2230.98,2230.98,2180.67,2218.68,410245325.0
20230104,2205.98,2260.06,2198.82,2255.98,412841149.0
20230105,2268.2,2281.39,2252.97,2264.65,430977022.0
20230106,2253.4,2300.62,2253.27,2289.97,398606581.0
20230109,2315.87,2351.06,2312.56,2350.19,342095527.0
20230110,2348.04,2370.18,2344.18,2351.31,359914195.0
20230111,2364.05,2369.66,2350.36,2359.53,369010952.0
20230112,2376.72,2377.8,2358.33,2365.1,580433350.0
20230113,2377.34,2397.01,2375.78,2386.09,862230157.0
20230116,2390.06,2410.22,2387.61,2399.86,517762227.0
20230117,2400.92,2404.0,2374.65,2379.39,536811108.0
20230118,2380.36,2383.0,2356.84,2368.32,537392995.0
20230119,2354.56,2380.34,2354.56,2380.34,370098909.0
20230120,2380.0,2395.97,2372.57,2395.26,302506895.0
20230125,2426.58,2432.71,2421.51,2428.57,550087246.0
20230126,2436.18,2468.65,2426.4,2468.65,486831888.0
20230127,2474.52,2497.4,2464.53,2484.02,509288123.0
20230130,2484.64,2491.13,2446.59,2450.47,475410252.0
20230131,2449.92,2457.48,2423.37,2425.08,617195639.0
20230201,2446.03,2453.29,2433.37,2449.8,666296326.0
20230202,2481.94,2486.2,2454.6,2468.88,693116445.0
20230203,2466.54,2485.08,2460.21,2480.4,496860518.0
20230206,2461.82,2469.42,2438.04,2438.19,566819415.0
20230207,2440.14,2456.17,2432.4,2451.71,451159027.0
20230208,2469.42,2487.35,2465.96,2483.64,415677405.0
20230209,2470.66,2487.14,2466.61,2481.52,610694361.0
20230210,2470.65,2473.8,2454.74,2469.73,662365593.0
20230213,2461.96,2462.58,2440.86,2452.7,486398581.0
20230214,2471.33,2480.34,2459.83,2465.64,349432106.0
